target_id	length	eff_length	est_counts	tpm
Y110A7A.10.1	1816	1645.51	499.77	26.4107
Y110A7A.10.2	1787	1616.51	0	0
F27C8.1.1	1739	1568.51	38	2.10671
F27C8.1.2	1931	1760.51	0	0
F07C3.7	1738	1567.51	73	4.04969
F52H2.2a	1740	1569.51	75.2459	4.16896
F52H2.2b	1738	1567.51	51.7541	2.87107
T13A10.10a	1796	1625.51	49.5048	2.6483
T13A10.10b	1598	1427.51	17.4952	1.06573
C55C2.5a	1834	1663.51	21.0607	1.10092
C55C2.5b	1606	1435.51	0	0
C55C2.5c	1671	1500.51	12.9393	0.74986
C55C2.5d	1618	1447.51	0	0
T11F9.4a	1750	1579.51	47.8314	2.6333
T11F9.4b	1682	1511.51	47.1686	2.71363
F54D12.3	1503	1332.51	4	0.261035
F28F9.4	1464	1293.51	8	0.537811
Y53H1C.1a	2080	1909.51	431.951	19.6708
Y53H1C.1b	1958	1787.51	41.0488	1.99692
C50F2.9	258	105.946	0	0
C50F2.10	358	194.404	3	1.34191
F54B8.5	270	115.755	0	0
Y38H6C.22	381	215.961	4	1.61062
T22H6.5	606	435.968	36	7.18052
T22H6.7	702	531.662	39	6.37877
M79.1a	4081	3910.51	135.152	3.00537
M79.1b	4012	3841.51	87.1718	1.97325
M79.1c	3997	3826.51	24.6761	0.560767
C24F3.5a	4719	4548.51	27.3743	0.523338
C24F3.5b	4730	4559.51	1.6257	0.0310048
F12B6.1a	6670	6499.51	141.384	1.8916
F12B6.1b	6624	6453.51	154.616	2.08337
Y39D8C.1	5546	5375.51	796	12.8766
Y53C10A.9	4805	4634.51	26	0.487841
AC3.3	1405	1234.51	32.1276	2.26304
F19G12.7	1719	1548.51	1	0.0561559
Y5H2A.3	1060	889.506	2	0.195519
Y105C5A.4	1008	837.506	0	0
C03A7.7	1174	1003.51	25.5119	2.2107
C03A7.8	1317	1146.51	28.2392	2.14183
C03A7.14.1	1523	1352.51	54.3197	3.49242
C03A7.14.2	1506	1335.51	0	0
R09F10.2	1212	1041.51	7	0.584446
F35A5.3	1271	1100.51	33	2.60753
T01D1.6	1273	1102.51	27	2.12957
W09B12.1.1	2532	2361.51	0	0
W09B12.1.2	2468	2297.51	50	1.89244
Y44E3A.2	2208	2037.51	106	4.52392
Y48B6A.8	2202	2031.51	24	1.02731
Y48B6A.7	1930	1759.51	9	0.444795
C42D8.5a.1	3082	2911.51	235.976	7.04788
C42D8.5a.2	3105	2934.51	0.0238797	0.000707625
C42D8.5b	1383	1212.51	0	0
ZK455.1.1	2831	2660.51	1922.96	62.8513
ZK455.1.2	3072	2901.51	12.0394	0.36082
F54H12.1a	2739	2568.51	5900.07	199.749
F54H12.1c.1	2562	2391.51	70.9091	2.57833
F54H12.1c.2	2500	2329.51	0	0
K11G12.2	1957	1786.51	9	0.438073
K11G12.7	1659	1488.51	8	0.467356
K03F8.2	1800	1629.51	5	0.266822
ZK973.5	1666	1495.51	1	0.058146
T09A5.3	1692	1521.51	4	0.22861
ZC504.2.1	1770	1599.51	0	0
ZC504.2.2	1732	1561.51	30	1.67065
C40C9.2	1909	1738.51	12	0.600224
R02E12.8	1680	1509.51	3	0.17282
D2092.3	1386	1215.51	11	0.786944
R01E6.4a	2015	1844.51	17	0.801451
R01E6.4b	1570	1399.51	0	0
T05C12.2	1595	1424.51	2	0.122088
F25G6.4	1506	1335.51	10	0.651122
F25G6.3	1822	1651.51	21	1.10573
F53E10.2a	2249	2078.51	7.41812	0.310349
F53E10.2b	1616	1445.51	0	0
F53E10.2c	2333	2162.51	0	0
F53E10.2d	438	270.638	0	0
F53E10.2e	1155	984.506	0	0
F53E10.2f	1071	900.506	0	0
F53E10.2g	1532	1361.51	2.88035	0.183964
F53E10.2h	287	130.094	1.72478	1.15288
F53E10.2i	176	46.8746	0	0
F28F8.1	1617	1446.51	6	0.360694
C31H5.3a	1858	1687.51	5.06603e-05	2.61054e-06
C31H5.3b	1841	1670.51	6.99995	0.36438
R06A4.10a	1702	1531.51	6	0.340675
R06A4.10b	1693	1522.51	0	0
R06A4.10c	1841	1670.51	0	0
F27B3.2	1460	1289.51	2	0.13487
F48E3.7	1435	1264.51	4	0.275073
F59B1.9a	1692	1521.51	0	0
F59B1.9b	1659	1488.51	2	0.116839
T04C12.6.1	1366	1195.51	78.76	5.72878
T04C12.6.2	1277	1106.51	3200.23	251.499
T04C12.6.3	1264	1093.51	0	0
T04C12.6.4	1346	1175.51	7148.06	528.776
T04C12.5.1	1335	1164.51	10303	769.362
T04C12.5.2	1321	1150.51	2.56599	0.193943
T04C12.5.3	1335	1164.51	283.05	21.1363
T04C12.4.1	1558	1387.51	3683.5	230.852
T04C12.4.2	1553	1382.51	0	0
T04C12.4.3	1474	1303.51	3382.12	225.623
M03F4.2a	1669	1498.51	23.7858	1.38028
M03F4.2b.1	1596	1425.51	0	0
M03F4.2b.2	1606	1435.51	8873.33	537.514
M03F4.2b.3	1599	1428.51	0	0
M03F4.2b.4	1541	1370.51	13.2536	0.840934
M03F4.2b.5	1603	1432.51	27.9341	1.69569
M03F4.2b.6	1576	1405.51	0	0
M03F4.2c	1633	1462.51	23.3945	1.39099
T25C8.2.1	1344	1173.51	967.349	71.6814
T25C8.2.2	1270	1099.51	4247.65	335.938
T25C8.2.3	1343	1172.51	0	0
F17C8.1	4203	4032.51	81	1.7467
C10F3.3	3343	3172.51	7	0.191869
