target_id	length	eff_length	est_counts	tpm
Y110A7A.10.1	1816	1675.56	1325.42	40.7179
Y110A7A.10.2	1787	1646.56	450.265	14.0761
F27C8.1.1	1739	1598.56	151.674	4.884
F27C8.1.2	1931	1790.56	9.32583	0.268097
F07C3.7	1738	1597.56	157	5.05866
F52H2.2a	1740	1599.56	281.963	9.0737
F52H2.2b	1738	1597.56	6.037	0.194517
T13A10.10a	1796	1655.56	250.111	7.77643
T13A10.10b	1598	1457.56	23.8892	0.84366
C55C2.5a	1834	1693.56	36.8178	1.11905
C55C2.5b	1606	1465.56	0	0
C55C2.5c	1671	1530.56	3.18219	0.107021
C55C2.5d	1618	1477.56	0	0
T11F9.4a	1750	1609.56	38.6396	1.23571
T11F9.4b	1682	1541.56	201.36	6.72367
F54D12.3	1503	1362.56	29	1.09556
F28F9.4	1464	1323.56	13	0.505583
Y53H1C.1a	2080	1939.56	1180.09	31.3188
Y53H1C.1b	1958	1817.56	185.49	5.2532
C50F2.9	258	129.285	3	1.19444
C50F2.10	358	221	5	1.16458
F54B8.5	270	139.876	0	0
Y38H6C.22	381	243.139	1	0.211708
T22H6.5	606	465.661	42	4.64271
T22H6.7	702	561.56	138	12.6496
M79.1a	4081	3940.56	495.556	6.47333
M79.1b	4012	3871.56	332.444	4.42003
M79.1c	3997	3856.56	0	0
C24F3.5a	4719	4578.56	87	0.9781
C24F3.5b	4730	4589.56	0	0
F12B6.1a	6670	6529.56	0.0141991	0.000111936
F12B6.1b	6624	6483.56	164.986	1.30986
Y39D8C.1	5546	5405.56	397	3.78044
Y53C10A.9	4805	4664.56	60	0.662115
AC3.3	1405	1264.56	65.1236	2.65089
F19G12.7	1719	1578.56	1	0.0326086
Y5H2A.3	1060	919.56	1.22543	0.0685966
Y105C5A.4	1008	867.56	4	0.23733
C03A7.7	1174	1033.56	45.5277	2.26743
C03A7.8	1317	1176.56	54.1427	2.36875
C03A7.14.1	1523	1382.56	107.692	4.00951
C03A7.14.2	1506	1365.56	8.39137	0.316312
R09F10.2	1212	1071.56	39	1.87345
F35A5.3	1271	1130.56	27	1.22931
T01D1.6	1273	1132.56	44	1.99979
W09B12.1.1	2532	2391.56	0	0
W09B12.1.2	2468	2327.56	128	2.83075
Y44E3A.2	2208	2067.56	167	4.15768
Y48B6A.8	2202	2061.56	51	1.27341
Y48B6A.7	1930	1789.56	10	0.287638
