target_id	length	eff_length	est_counts	tpm
Y110A7A.10.1	1816	1683.41	2060.21	44.7644
Y110A7A.10.2	1787	1654.41	187.314	4.14132
F27C8.1.1	1739	1606.41	161.166	3.66969
F27C8.1.2	1931	1798.41	46.8335	0.952531
F07C3.7	1738	1605.41	352	8.01988
F52H2.2a	1740	1607.41	393.957	8.96464
F52H2.2b	1738	1605.41	9.04317	0.206037
T13A10.10a	1796	1663.41	325.943	7.16725
T13A10.10b	1598	1465.41	19.0574	0.47568
C55C2.5a	1834	1701.41	104.667	2.25014
C55C2.5b	1606	1473.41	0	0
C55C2.5c	1671	1538.41	18.3334	0.435896
C55C2.5d	1618	1485.41	0	0
T11F9.4a	1750	1617.41	61.9743	1.40153
T11F9.4b	1682	1549.41	301.026	7.10638
F54D12.3	1503	1370.41	29	0.774031
F28F9.4	1464	1331.41	25	0.686814
Y53H1C.1a	2080	1947.41	1573.32	29.5509
Y53H1C.1b	1958	1825.41	260.677	5.2234
C50F2.9	258	137.39	8	2.12982
C50F2.10	358	228.554	10	1.60038
F54B8.5	270	147.693	0	0
Y38H6C.22	381	250.76	6	0.875191
T22H6.5	606	473.508	63	4.86658
T22H6.7	702	569.408	153	9.8283
M79.1a	4081	3948.41	673.199	6.23637
M79.1b	4012	3879.41	611.097	5.76176
M79.1c	3997	3864.41	25.7042	0.243294
C24F3.5a	4719	4586.41	203	1.61895
C24F3.5b	4730	4597.41	4.86267e-06	3.86877e-08
F12B6.1a	6670	6537.41	415.436	2.32439
F12B6.1b	6624	6491.41	109.564	0.617361
Y39D8C.1	5546	5413.41	1270	8.58111
Y53C10A.9	4805	4672.41	168	1.31516
AC3.3	1405	1272.41	258.192	7.42211
F19G12.7	1719	1586.41	1	0.0230566
Y5H2A.3	1060	927.408	6.63661	0.261749
Y105C5A.4	1008	875.408	0	0
C03A7.7	1174	1041.41	133.225	4.67925
C03A7.8	1317	1184.41	159.777	4.93428
C03A7.14.1	1523	1390.41	332.353	8.74314
C03A7.14.2	1506	1373.41	13.715	0.365265
R09F10.2	1212	1079.41	1.74041e-06	5.89762e-08
F35A5.3	1271	1138.41	89	2.85958
T01D1.6	1273	1140.41	148	4.74692
W09B12.1.1	2532	2399.41	0	0
W09B12.1.2	2468	2335.41	204	3.19505
Y44E3A.2	2208	2075.41	328	5.7807
Y48B6A.8	2202	2069.41	57	1.00749
Y48B6A.7	1930	1797.41	14	0.2849
C42D8.5a.1	3082	2949.41	464.514	5.76069
C42D8.5a.2	3105	2972.41	478.858	5.89262
C42D8.5b	1383	1250.41	91.0102	2.66225
ZK455.1.1	2831	2698.41	5629.62	76.3101
ZK455.1.2	3072	2939.41	85.377	1.06241
F54H12.1a	2739	2606.41	20927.3	293.685
F54H12.1c.1	2562	2429.41	44.4498	0.669237
F54H12.1c.2	2500	2367.41	0	0
K11G12.2	1957	1824.41	21	0.421025
K11G12.7	1659	1526.41	8	0.191703
K03F8.2	1800	1667.41	26	0.570351
ZK973.5	1666	1533.41	1	0.0238535
T09A5.3	1692	1559.41	21	0.492572
ZC504.2.1	1770	1637.41	0	0
ZC504.2.2	1732	1599.41	86	1.96675
C40C9.2	1909	1776.41	20	0.411811
R02E12.8	1680	1547.41	9	0.212739
D2092.3	1386	1253.41	45	1.3132
R01E6.4a	2015	1882.41	16.9205	0.328784
R01E6.4b	1570	1437.41	30.0795	0.765422
T05C12.2	1595	1462.41	3	0.0750349
F25G6.4	1506	1373.41	98	2.60998
F25G6.3	1822	1689.41	145.014	3.13968
F53E10.2a	2249	2116.41	2.40023	0.0414824
F53E10.2b	1616	1483.41	2.36215	0.0582449
F53E10.2c	2333	2200.41	0.225236	0.00374408
F53E10.2d	438	306.428	0	0
F53E10.2e	1155	1022.41	0	0
F53E10.2f	1071	938.408	0	0
F53E10.2g	1532	1399.41	34.3618	0.898137
F53E10.2h	287	162.979	2.65365	0.595557
F53E10.2i	176	72.4537	0	0
F28F8.1	1617	1484.41	84	2.06984
C31H5.3a	1858	1725.41	15	0.317987
C31H5.3b	1841	1708.41	0	0
R06A4.10a	1702	1569.41	38.767	0.903519
R06A4.10b	1693	1560.41	4.55837e-08	1.06852e-09
R06A4.10c	1841	1708.41	12.2907	0.263145
F27B3.2	1460	1327.41	13	0.35822
F48E3.7	1435	1302.41	15	0.421264
F59B1.9a	1692	1559.41	0	0
F59B1.9b	1659	1526.41	8	0.191703
T04C12.6.1	1366	1233.41	0	0
T04C12.6.2	1277	1144.41	5539.28	177.045
T04C12.6.3	1264	1131.41	0	0
T04C12.6.4	1346	1213.41	30501.1	919.431
T04C12.5.1	1335	1202.41	21553.7	655.661
T04C12.5.2	1321	1188.41	330.136	10.161
T04C12.5.3	1335	1202.41	7905.49	240.485
T04C12.4.1	1558	1425.41	6702.81	172
T04C12.4.2	1553	1420.41	0	0
T04C12.4.3	1474	1341.41	33938.5	925.428
M03F4.2a	1669	1536.41	54.4939	1.29733
M03F4.2b.1	1596	1463.41	0	0
M03F4.2b.2	1606	1473.41	43049.9	1068.71
M03F4.2b.3	1599	1466.41	0	0
M03F4.2b.4	1541	1408.41	25.5583	0.663764
M03F4.2b.5	1603	1470.41	151.802	3.77616
M03F4.2b.6	1576	1443.41	0	0
M03F4.2c	1633	1500.41	48.3887	1.17963
T25C8.2.1	1344	1211.41	7742.4	233.774
T25C8.2.2	1270	1137.41	8659.61	278.479
T25C8.2.3	1343	1210.41	0.79822	0.0241213
F17C8.1	4203	4070.41	360	3.23501
C10F3.3	3343	3210.41	39	0.444339
C44F1.5.1	4149	4016.41	0	0
C44F1.5.2	4040	3907.41	289	2.70533
T01C2.1	3265	3132.41	329	3.84174
F39C12.2a	2213	2080.41	8.15516	0.143382
F39C12.2b	2533	2400.41	245.135	3.73534
F39C12.2c	2443	2310.41	0	0
F39C12.2d	2049	1916.41	15.5586	0.296957
F39C12.2e	2611	2478.41	27.1513	0.400709
F57F5.4a.1	2032	1899.41	102.374	1.97143
F57F5.4a.2	1990	1857.41	36.5861	0.720476
F57F5.4a.3	1974	1841.41	582.588	11.5724
F57F5.4b	1052	919.408	59.452	2.3652
C04A11.4	3207	3074.41	837	9.95805
ZK154.7	2340	2207.41	672	11.1352
H15N14.1c	3023	2890.41	2495.73	31.5826
H15N14.1d	2851	2718.41	0	0
H15N14.1e	3123	2990.41	1816.73	22.2214
H15N14.1f	3119	2986.41	0	0
H15N14.1g	370	240.081	1.28591	0.195914
T20H4.4.1	1622	1489.41	3165.97	77.7505
T20H4.4.2	1697	1564.41	438.034	10.2416
Y50D7A.7	1882	1749.41	3923	82.0234
C02B4.1	4802	4669.41	252	1.97401
