target_id	length	eff_length	est_counts	tpm
Y110A7A.10.1	1816	1685.05	3185.85	58.3146
Y110A7A.10.2	1787	1656.05	0.0201013	0.000374383
F27C8.1.1	1739	1608.05	225.874	4.33244
F27C8.1.2	1931	1800.05	28.1258	0.481932
F07C3.7	1738	1607.05	490	9.40442
F52H2.2a	1740	1609.05	600.226	11.5056
F52H2.2b	1738	1607.05	94.7736	1.81896
T13A10.10a	1796	1665.05	436.742	8.09026
T13A10.10b	1598	1467.05	36.2582	0.762301
C55C2.5a	1834	1703.05	129.541	2.3461
C55C2.5b	1606	1475.05	0	0
C55C2.5c	1671	1540.05	10.4587	0.209463
C55C2.5d	1618	1487.05	0	0
T11F9.4a	1750	1619.05	153.906	2.93198
T11F9.4b	1682	1551.05	275.094	5.47042
F54D12.3	1503	1372.05	58	1.30384
F28F9.4	1464	1333.05	49	1.13374
Y53H1C.1a	2080	1949.05	2309.95	36.5548
Y53H1C.1b	1958	1827.05	264.053	4.45765
C50F2.9	258	136.735	9	2.03015
C50F2.10	358	229.418	19	2.55442
F54B8.5	270	147.411	1	0.209235
Y38H6C.22	381	251.769	1	0.122508
T22H6.5	606	475.107	113	7.3359
T22H6.7	702	571.053	160	8.64191
M79.1a	4081	3950.05	1152.51	8.99926
M79.1b	4012	3881.05	757.141	6.01718
M79.1c	3997	3866.05	18.3514	0.146409
C24F3.5a	4719	4588.05	217	1.4588
C24F3.5b	4730	4599.05	0	0
F12B6.1a	6670	6539.05	0.0346901	0.000163628
F12B6.1b	6624	6493.05	615.965	2.92599
Y39D8C.1	5546	5415.05	1486	8.46412
Y53C10A.9	4805	4674.05	192	1.26699
AC3.3	1405	1274.05	223.948	5.42157
F19G12.7	1719	1588.05	1	0.0194223
Y5H2A.3	1060	929.053	6	0.199194
Y105C5A.4	1008	877.053	0	0
C03A7.7	1174	1043.05	143.351	4.23897
C03A7.8	1317	1186.05	147.528	3.83651
C03A7.14.1	1523	1392.05	285.627	6.32862
C03A7.14.2	1506	1375.05	68.3481	1.53311
R09F10.2	1212	1081.05	33.4134	0.953321
F35A5.3	1271	1140.05	83	2.24553
T01D1.6	1273	1142.05	206	5.56348
W09B12.1.1	2532	2401.05	0	0
W09B12.1.2	2468	2337.05	292	3.85372
Y44E3A.2	2208	2077.05	422	6.26658
Y48B6A.8	2202	2071.05	63	0.938243
Y48B6A.7	1930	1799.05	13	0.222877
C42D8.5a.1	3082	2951.05	946.467	9.89224
C42D8.5a.2	3105	2974.05	45.7111	0.474066
C42D8.5b	1383	1252.05	101.822	2.50832
ZK455.1.1	2831	2700.05	6698.98	76.5248
ZK455.1.2	3072	2941.05	61.0177	0.63991
F54H12.1a	2739	2608.05	26470.9	313.054
F54H12.1c.1	2562	2431.05	0	0
F54H12.1c.2	2500	2369.05	0	0
K11G12.2	1957	1826.05	25	0.422272
K11G12.7	1659	1528.05	9	0.181664
K03F8.2	1800	1669.05	34	0.628311
ZK973.5	1666	1535.05	1	0.0200929
T09A5.3	1692	1561.05	23	0.45444
ZC504.2.1	1770	1639.05	124.426	2.34145
ZC504.2.2	1732	1601.05	2.57374	0.0495821
C40C9.2	1909	1778.05	22	0.381631
R02E12.8	1680	1549.05	11	0.219024
D2092.3	1386	1255.05	48	1.17963
R01E6.4a	2015	1884.05	67.7412	1.10899
R01E6.4b	1570	1439.05	19.2588	0.412779
T05C12.2	1595	1464.05	8	0.168539
F25G6.4	1506	1375.05	136	3.0506
