target_id	length	eff_length	est_counts	tpm
Y110A7A.10.1	1816	1685.08	2359.29	58.6139
Y110A7A.10.2	1787	1656.08	0.00198634	5.02124e-05
F27C8.1.1	1739	1608.08	169.625	4.41592
F27C8.1.2	1931	1800.08	9.37543	0.218041
F07C3.7	1738	1607.08	217	5.65278
F52H2.2a	1740	1609.08	411.095	10.6956
F52H2.2b	1738	1607.08	11.9048	0.310116
T13A10.10a	1796	1665.08	323.594	8.13589
T13A10.10b	1598	1467.08	15.4059	0.439616
C55C2.5a	1834	1703.08	53	1.30281
C55C2.5b	1606	1475.08	0	0
C55C2.5c	1671	1540.08	0	0
C55C2.5d	1618	1487.08	0	0
T11F9.4a	1750	1619.08	192.155	4.96848
T11F9.4b	1682	1551.08	46.8449	1.26435
F54D12.3	1503	1372.08	25	0.762782
F28F9.4	1464	1333.08	13	0.408251
Y53H1C.1a	2080	1949.08	1481.47	31.8203
Y53H1C.1b	1958	1827.08	279.525	6.40476
C50F2.9	258	137.467	5	1.52269
C50F2.10	358	229.684	17	3.09855
F54B8.5	270	147.944	0	0
Y38H6C.22	381	252.031	1	0.166106
T22H6.5	606	475.197	37	3.25963
T22H6.7	702	571.144	132	9.67539
M79.1a	4081	3950.08	585.052	6.20053
M79.1b	4012	3881.08	550.948	5.9429
M79.1c	3997	3866.08	0	0
C24F3.5a	4719	4588.08	82	0.748209
C24F3.5b	4730	4599.08	2.4176e-08	2.20067e-10
F12B6.1a	6670	6539.08	0.00934265	5.98128e-05
F12B6.1b	6624	6493.08	269.991	1.74076
Y39D8C.1	5546	5415.08	627	4.84733
Y53C10A.9	4805	4674.08	76	0.680703
AC3.3	1405	1274.08	65.0965	2.13895
F19G12.7	1719	1588.08	0	0
Y5H2A.3	1060	929.082	2	0.090119
Y105C5A.4	1008	877.082	0	0
C03A7.7	1174	1043.08	45.6751	1.83317
C03A7.8	1317	1186.08	51.4795	1.81702
C03A7.14.1	1523	1392.08	51.8804	1.56019
C03A7.14.2	1506	1375.08	27.3566	0.832864
R09F10.2	1212	1081.08	21	0.813207
F35A5.3	1271	1140.08	30	1.1016
T01D1.6	1273	1142.08	63	2.30932
W09B12.1.1	2532	2401.08	37.5169	0.654124
W09B12.1.2	2468	2337.08	151.483	2.7135
Y44E3A.2	2208	2077.08	219	4.41398
Y48B6A.8	2202	2071.08	31	0.626621
Y48B6A.7	1930	1799.08	10	0.232696
C42D8.5a.1	3082	2951.08	215.379	3.05537
C42D8.5a.2	3105	2974.08	0.0026757	3.76638e-05
C42D8.5b	1383	1252.08	36.6179	1.22434
ZK455.1.1	2831	2700.08	4104.59	63.6405
ZK455.1.2	3072	2941.08	24.4073	0.347419
F54H12.1a	2739	2608.08	19204.6	308.264
F54H12.1c.1	2562	2431.08	77.3831	1.33256
F54H12.1c.2	2500	2369.08	44.9054	0.793521
K11G12.2	1957	1826.08	13	0.298032
K11G12.7	1659	1528.08	11	0.301361
K03F8.2	1800	1669.08	16	0.401312
ZK973.5	1666	1535.08	1	0.0272715
T09A5.3	1692	1561.08	4	0.107269
ZC504.2.1	1770	1639.08	43.1337	1.10168
ZC504.2.2	1732	1601.08	29.8663	0.780922
C40C9.2	1909	1778.08	10	0.235444
R02E12.8	1680	1549.08	0	0
D2092.3	1386	1255.08	29	0.967311
R01E6.4a	2015	1884.08	21.1695	0.470382
R01E6.4b	1570	1439.08	12.8305	0.37325
T05C12.2	1595	1464.08	4	0.114376
F25G6.4	1506	1375.08	78	2.37469
F25G6.3	1822	1691.08	116.011	2.87194
F53E10.2a	2249	2118.08	0	0
F53E10.2b	1616	1485.08	20.0073	0.564
F53E10.2c	2333	2202.08	0	0
F53E10.2d	438	308	3.87416	0.526583
F53E10.2e	1155	1024.08	0	0
F53E10.2f	1071	940.082	0	0
F53E10.2g	1532	1401.08	0	0
F53E10.2h	287	163.376	0	0
F53E10.2i	176	72.2244	1.11851	0.64833
F28F8.1	1617	1486.08	61	1.71841
C31H5.3a	1858	1727.08	5.49529	0.133204
C31H5.3b	1841	1710.08	11.5047	0.281643
R06A4.10a	1702	1571.08	0.000106159	2.82877e-06
R06A4.10b	1693	1562.08	0.453123	0.0121438
R06A4.10c	1841	1710.08	11.556	0.282898
F27B3.2	1460	1329.08	21	0.661466
F48E3.7	1435	1304.08	10	0.321022
F59B1.9a	1692	1561.08	11	0.29499
F59B1.9b	1659	1528.08	0	0
T04C12.6.1	1366	1235.08	53.2561	1.80515
T04C12.6.2	1277	1146.08	6087.36	222.359
T04C12.6.3	1264	1133.08	0	0
T04C12.6.4	1346	1215.08	23085.8	795.39
T04C12.5.1	1335	1204.08	24945.9	867.328
