target_id	length	eff_length	est_counts	tpm
Y110A7A.10.1	1816	1685.64	3227.51	62.0603
Y110A7A.10.2	1787	1656.64	0.000767896	1.5024e-05
F27C8.1.1	1739	1608.64	258.243	5.20332
F27C8.1.2	1931	1800.64	18.7566	0.337628
F07C3.7	1738	1607.64	345	6.9557
F52H2.2a	1740	1609.64	605.996	12.2026
F52H2.2b	1738	1607.64	117.004	2.35897
T13A10.10a	1796	1665.64	376.575	7.32792
T13A10.10b	1598	1467.64	31.425	0.69401
C55C2.5a	1834	1703.64	77.4629	1.47376
C55C2.5b	1606	1475.64	0	0
C55C2.5c	1671	1540.64	7.53706	0.158566
C55C2.5d	1618	1487.64	0	0
T11F9.4a	1750	1619.64	214.625	4.2951
T11F9.4b	1682	1551.64	103.375	2.1594
F54D12.3	1503	1372.64	37	0.873686
F28F9.4	1464	1333.64	21	0.510377
Y53H1C.1a	2080	1949.64	1943.35	32.3077
Y53H1C.1b	1958	1827.64	330.238	5.85661
C50F2.9	258	138.181	3	0.703692
C50F2.10	358	230.189	6	0.844844
F54B8.5	270	148.543	0	0
Y38H6C.22	381	252.414	1	0.128409
T22H6.5	606	475.691	50	3.40686
T22H6.7	702	571.638	153	8.67522
M79.1a	4081	3950.64	893.331	7.32917
M79.1b	4012	3881.64	768.686	6.41865
M79.1c	3997	3866.64	40.9833	0.343544
C24F3.5a	4719	4588.64	87	0.614533
C24F3.5b	4730	4599.64	2.50507e-07	1.76525e-09
F12B6.1a	6670	6539.64	0.0230432	0.000114209
F12B6.1b	6624	6493.64	354.977	1.77183
Y39D8C.1	5546	5415.64	783	4.68621
Y53C10A.9	4805	4674.64	44	0.30508
AC3.3	1405	1274.64	40.5505	1.03114
F19G12.7	1719	1588.64	0	0
Y5H2A.3	1060	929.638	1.66714	0.0581257
Y105C5A.4	1008	877.638	0	0
C03A7.7	1174	1043.64	32.4325	1.00726
C03A7.8	1317	1186.64	42.5976	1.16353
C03A7.14.1	1523	1392.64	87.5472	2.03758
C03A7.14.2	1506	1375.64	0	0
R09F10.2	1212	1081.64	17	0.509421
F35A5.3	1271	1140.64	13	0.369407
T01D1.6	1273	1142.64	39	1.10628
W09B12.1.1	2532	2401.64	112.577	1.51933
W09B12.1.2	2468	2337.64	93.4232	1.29535
Y44E3A.2	2208	2077.64	271	4.22775
Y48B6A.8	2202	2071.64	89	1.39247
Y48B6A.7	1930	1799.64	12	0.216125
C42D8.5a.1	3082	2951.64	515.959	5.66581
C42D8.5a.2	3105	2974.64	0.0128171	0.000139658
C42D8.5b	1383	1252.64	83.0281	2.14837
ZK455.1.1	2831	2700.64	4982.97	59.8042
ZK455.1.2	3072	2941.64	61.0298	0.672454
F54H12.1a	2739	2608.64	23196.7	288.219
F54H12.1c.1	2562	2431.64	177.217	2.36219
F54H12.1c.2	2500	2369.64	0	0
K11G12.2	1957	1826.64	28	0.496839
K11G12.7	1659	1528.64	12	0.254441
K03F8.2	1800	1669.64	24	0.465906
ZK973.5	1666	1535.64	6	0.12664
T09A5.3	1692	1561.64	26.2113	0.544024
