target_id	length	eff_length	est_counts	tpm
Y110A7A.10.1	1816	1670.06	3315.91	57.8061
Y110A7A.10.2	1787	1641.06	4.74616e-05	8.42016e-07
F27C8.1.1	1739	1593.06	266	4.86129
F27C8.1.2	1931	1785.06	0	0
F07C3.7	1738	1592.06	274	5.01064
F52H2.2a	1740	1594.06	699.282	12.7717
F52H2.2b	1738	1592.06	69.7183	1.27494
T13A10.10a	1796	1650.06	304.675	5.37576
T13A10.10b	1598	1452.06	44.3245	0.888714
C55C2.5a	1834	1688.06	110.346	1.90315
C55C2.5b	1606	1460.06	0	0
C55C2.5c	1671	1525.06	6.44673	0.123071
C55C2.5d	1618	1472.06	11.207	0.221649
T11F9.4a	1750	1604.06	131.86	2.39329
T11F9.4b	1682	1536.06	185.14	3.50909
F54D12.3	1503	1357.06	29	0.622159
F28F9.4	1464	1318.06	27	0.596391
Y53H1C.1a	2080	1934.06	2516.89	37.8876
Y53H1C.1b	1958	1812.06	297.107	4.77356
C50F2.9	258	125.632	10	2.31741
C50F2.10	358	215.146	12	1.62387
F54B8.5	270	135.699	0	0
Y38H6C.22	381	237.113	0	0
T22H6.5	606	460.061	42	2.65789
T22H6.7	702	556.061	143	7.48715
M79.1a	4081	3935.06	973.602	7.20332
M79.1b	4012	3866.06	927.823	6.98713
M79.1c	3997	3851.06	23.5759	0.178234
C24F3.5a	4719	4573.06	121	0.770338
C24F3.5b	4730	4584.06	0	0
F12B6.1a	6670	6524.06	141.925	0.63335
F12B6.1b	6624	6478.06	416.075	1.86995
Y39D8C.1	5546	5400.06	1280	6.90103
Y53C10A.9	4805	4659.06	97	0.606144
AC3.3	1405	1259.06	186.413	4.31055
F19G12.7	1719	1573.06	1	0.0185079
Y5H2A.3	1060	914.061	6	0.191108
Y105C5A.4	1008	862.061	0	0
C03A7.7	1174	1028.06	102.819	2.91178
C03A7.8	1317	1171.06	138.066	3.4325
C03A7.14.1	1523	1377.06	351.09	7.4228
C03A7.14.2	1506	1360.06	100.675	2.1551
R09F10.2	1212	1066.06	49.5484	1.35316
F35A5.3	1271	1125.06	90	2.329
T01D1.6	1273	1127.06	157	4.0556
W09B12.1.1	2532	2386.06	37.2822	0.454907
W09B12.1.2	2468	2322.06	202.718	2.54168
Y44E3A.2	2208	2062.06	398	5.61933
Y48B6A.8	2202	2056.06	120	1.69921
Y48B6A.7	1930	1784.06	26	0.424293
C42D8.5a.1	3082	2936.06	900.543	8.92981
C42D8.5a.2	3105	2959.06	123.68	1.21688
C42D8.5b	1383	1237.06	68.9766	1.62335
ZK455.1.1	2831	2685.06	6032.86	65.4142
ZK455.1.2	3072	2926.06	12.1413	0.120805
F54H12.1a	2739	2593.06	28686.2	322.08
F54H12.1c.1	2562	2416.06	143.719	1.73184
F54H12.1c.2	2500	2354.06	0	0
K11G12.2	1957	1811.06	35	0.562649
K11G12.7	1659	1513.06	15	0.288627
K03F8.2	1800	1654.06	11	0.193617
ZK973.5	1666	1520.06	4	0.0766129
T09A5.3	1692	1546.06	29.0781	0.547572
ZC504.2.1	1770	1624.06	146	2.6173
