target_id	length	eff_length	est_counts	tpm
Y110A7A.10.1	1816	1676.13	2933.36	54.8028
Y110A7A.10.2	1787	1647.13	0.000252243	4.79553e-06
F27C8.1.1	1739	1599.13	233.621	4.57482
F27C8.1.2	1931	1791.13	12.7451	0.222824
F07C3.7	1738	1598.13	308	6.0351
F52H2.2a	1740	1600.13	429.051	8.39652
F52H2.2b	1738	1598.13	50.9492	0.998324
T13A10.10a	1796	1656.13	464.656	8.78584
T13A10.10b	1598	1458.13	19.3437	0.415422
C55C2.5a	1834	1694.13	80.9367	1.49604
C55C2.5b	1606	1466.13	0	0
C55C2.5c	1671	1531.13	9.06335	0.185363
C55C2.5d	1618	1478.13	0	0
T11F9.4a	1750	1610.13	213.105	4.14456
T11F9.4b	1682	1542.13	140.895	2.86102
F54D12.3	1503	1363.13	30	0.689176
F28F9.4	1464	1324.13	35	0.82772
Y53H1C.1a	2080	1940.13	1914.6	30.9025
Y53H1C.1b	1958	1818.13	282.397	4.86386
C50F2.9	258	130.352	13	3.12298
C50F2.10	358	221.17	17	2.40695
F54B8.5	270	140.549	1	0.222801
Y38H6C.22	381	243.562	1	0.128569
T22H6.5	606	466.242	54	3.62684
T22H6.7	702	562.242	164	9.13411
M79.1a	4081	3941.13	835.656	6.63976
M79.1b	4012	3872.13	556.344	4.49924
M79.1c	3997	3857.13	0	0
C24F3.5a	4719	4579.13	133	0.909524
C24F3.5b	4730	4590.13	0	0
F12B6.1a	6670	6530.13	0.0211677	0.000101507
F12B6.1b	6624	6484.13	316.979	1.53082
Y39D8C.1	5546	5406.13	615	3.56233
Y53C10A.9	4805	4665.13	121	0.812208
AC3.3	1405	1265.13	82.2939	2.03694
F19G12.7	1719	1579.13	0	0
Y5H2A.3	1060	920.127	2.54177	0.0865035
Y105C5A.4	1008	868.127	0	0
C03A7.7	1174	1034.13	55.1912	1.67125
C03A7.8	1317	1177.13	47.2507	1.25698
C03A7.14.1	1523	1383.13	75.2753	1.70426
C03A7.14.2	1506	1366.13	18.4153	0.422118
R09F10.2	1212	1072.13	13.9073	0.406201
F35A5.3	1271	1131.13	26	0.719792
T01D1.6	1273	1133.13	60	1.65813
W09B12.1.1	2532	2392.13	37.377	0.489289
W09B12.1.2	2468	2328.13	205.623	2.76573
Y44E3A.2	2208	2068.13	295	4.46673
Y48B6A.8	2202	2062.13	32	0.485937
Y48B6A.7	1930	1790.13	14	0.2449
C42D8.5a.1	3082	2942.13	200.355	2.13247
C42D8.5a.2	3105	2965.13	116.295	1.22818
C42D8.5b	1383	1243.13	60.3504	1.52023
ZK455.1.1	2831	2691.13	5242.33	61.0008
ZK455.1.2	3072	2932.13	48.666	0.519742
F54H12.1a	2739	2599.13	23444.9	282.466
F54H12.1c.1	2562	2422.13	39.8399	0.51507
F54H12.1c.2	2500	2360.13	5.03102e-08	6.67522e-10
K11G12.2	1957	1817.13	24	0.413591
K11G12.7	1659	1519.13	14	0.288589
K03F8.2	1800	1660.13	14	0.264078
ZK973.5	1666	1526.13	7	0.143632
T09A5.3	1692	1552.13	23.0609	0.465258
ZC504.2.1	1770	1630.13	91	1.74809
ZC504.2.2	1732	1592.13	2.79133e-05	5.49008e-07
C40C9.2	1909	1769.13	13	0.230107
R02E12.8	1680	1540.13	4	0.0813296
D2092.3	1386	1246.13	49	1.23134
R01E6.4a	2015	1875.13	12.6413	0.211109
