target_id	length	eff_length	est_counts	tpm
Y110A7A.10.1	1816	1677.26	2333.55	59.1929
Y110A7A.10.2	1787	1648.26	0.608269	0.0157008
F27C8.1.1	1739	1600.26	148.996	3.96129
F27C8.1.2	1931	1792.26	28.0041	0.664773
F07C3.7	1738	1599.26	239	6.35816
F52H2.2a	1740	1601.26	355.664	9.44997
F52H2.2b	1738	1599.26	14.3362	0.381387
T13A10.10a	1796	1657.26	285	7.31656
T13A10.10b	1598	1459.26	0	0
C55C2.5a	1834	1695.26	70.024	1.75737
C55C2.5b	1606	1467.26	0	0
C55C2.5c	1671	1532.26	2.976	0.082633
C55C2.5d	1618	1479.26	0	0
T11F9.4a	1750	1611.26	140.469	3.7091
T11F9.4b	1682	1543.26	125.531	3.4607
F54D12.3	1503	1364.26	14	0.4366
F28F9.4	1464	1325.26	16	0.513655
Y53H1C.1a	2080	1941.26	1569.78	34.4038
Y53H1C.1b	1958	1819.26	195.398	4.56959
C50F2.9	258	131.337	12	3.8873
C50F2.10	358	221.981	10	1.91662
F54B8.5	270	141.274	0	0
Y38H6C.22	381	244.275	1	0.17417
T22H6.5	606	467.335	54	4.91607
T22H6.7	702	563.335	133	10.0447
M79.1a	4081	3942.26	710.005	7.66248
M79.1b	4012	3873.26	357.264	3.92433
M79.1c	3997	3858.26	24.7307	0.272708
C24F3.5a	4719	4580.26	144	1.3376
C24F3.5b	4730	4591.26	0	0
F12B6.1a	6670	6531.26	0.0228045	0.000148552
F12B6.1b	6624	6485.26	295.977	1.94171
Y39D8C.1	5546	5407.26	555	4.36685
Y53C10A.9	4805	4666.26	97	0.884414
AC3.3	1405	1266.26	135.189	4.54224
F19G12.7	1719	1580.26	2	0.0538461
Y5H2A.3	1060	921.262	1	0.0461817
Y105C5A.4	1008	869.262	0	0
C03A7.7	1174	1035.26	84.9516	3.4912
C03A7.8	1317	1178.26	69.8361	2.52169
C03A7.14.1	1523	1384.26	112.218	3.44904
C03A7.14.2	1506	1367.26	26.6733	0.83
R09F10.2	1212	1073.26	32	1.26852
F35A5.3	1271	1132.26	36	1.35272
T01D1.6	1273	1134.26	91	3.41335
W09B12.1.1	2532	2393.26	0	0
W09B12.1.2	2468	2329.26	205	3.74446
Y44E3A.2	2208	2069.26	262	5.3869
Y48B6A.8	2202	2063.26	40	0.824819
Y48B6A.7	1930	1791.26	11	0.261268
C42D8.5a.1	3082	2943.26	254.376	3.67705
C42D8.5a.2	3105	2966.26	181.177	2.59864
C42D8.5b	1383	1244.26	32.4473	1.10948
ZK455.1.1	2831	2692.26	4063.83	64.2201
ZK455.1.2	3072	2933.26	12.1712	0.176537
F54H12.1a	2739	2600.26	18087.8	295.952
F54H12.1c.1	2562	2423.26	104.128	1.82819
F54H12.1c.2	2500	2361.26	1.41206e-06	2.54426e-08
K11G12.2	1957	1818.26	27	0.631772
K11G12.7	1659	1520.26	14	0.391799
K03F8.2	1800	1661.26	13	0.332934
ZK973.5	1666	1527.26	4	0.111429
T09A5.3	1692	1553.26	16	0.438257
ZC504.2.1	1770	1631.26	42.9279	1.11962
ZC504.2.2	1732	1593.26	30.0721	0.803026
C40C9.2	1909	1770.26	7	0.168234
R02E12.8	1680	1541.26	8	0.220834
D2092.3	1386	1247.26	39	1.33033
R01E6.4a	2015	1876.26	8.43264	0.191216
R01E6.4b	1570	1431.26	20.5674	0.611382
T05C12.2	1595	1456.26	4	0.116862
F25G6.4	1506	1367.26	90	2.80055
F25G6.3	1822	1683.26	109	2.75504
F53E10.2a	2249	2110.26	0	0
F53E10.2b	1616	1477.26	11.1813	0.322024
F53E10.2c	2333	2194.26	0	0
F53E10.2d	438	300.231	0	0
F53E10.2e	1155	1016.26	0	0
F53E10.2f	1071	932.262	0	0
F53E10.2g	1532	1393.26	0	0
F53E10.2h	287	156.073	3.81869	1.04097
F53E10.2i	176	67.846	0	0
F28F8.1	1617	1478.26	63	1.81319
C31H5.3a	1858	1719.26	1.97786e-05	4.89448e-07
C31H5.3b	1841	1702.26	12	0.299921
R06A4.10a	1702	1563.26	0.00654888	0.000178233
R06A4.10b	1693	1554.26	15.0063	0.410774
R06A4.10c	1841	1702.26	0	0
F27B3.2	1460	1321.26	11	0.354207
F48E3.7	1435	1296.26	11	0.361038
F59B1.9a	1692	1553.26	0	0
F59B1.9b	1659	1520.26	3	0.0839568
T04C12.6.1	1366	1227.26	0	0
T04C12.6.2	1277	1138.26	5962.94	222.88
T04C12.6.3	1264	1125.26	0	0
T04C12.6.4	1346	1207.26	20891.4	736.24
T04C12.5.1	1335	1196.26	23076.3	820.717
T04C12.5.2	1321	1182.26	2.8241	0.10163
T04C12.5.3	1335	1196.26	3942.69	140.223
T04C12.4.1	1558	1419.26	8954.46	268.429
T04C12.4.2	1553	1414.26	54.138	1.62864
T04C12.4.3	1474	1335.26	22777.2	725.75
M03F4.2a	1669	1530.26	19.4237	0.540031
M03F4.2b.1	1596	1457.26	0	0
M03F4.2b.2	1606	1467.26	32119.6	931.356
M03F4.2b.3	1599	1460.26	0	0
M03F4.2b.4	1541	1402.26	110.937	3.36588
M03F4.2b.5	1603	1464.26	22.1945	0.644883
M03F4.2b.6	1576	1437.26	0	0
M03F4.2c	1633	1494.26	0	0
T25C8.2.1	1344	1205.26	5487.84	193.719
T25C8.2.2	1270	1131.26	7411.06	278.721
T25C8.2.3	1343	1204.26	1.00358	0.0354557
F17C8.1	4203	4064.26	283	2.9625
C10F3.3	3343	3204.26	32	0.424889
C44F1.5.1	4149	4010.26	36.7914	0.390325
C44F1.5.2	4040	3901.26	132.209	1.44181
T01C2.1	3265	3126.26	272	3.70166
F39C12.2a	2213	2074.26	17.8927	0.366999
F39C12.2b	2533	2394.26	245.086	4.35512
F39C12.2c	2443	2304.26	0	0
F39C12.2d	2049	1910.26	0	0
F39C12.2e	2611	2472.26	22.0211	0.378964
F57F5.4a.1	2032	1893.26	19.4575	0.437249
F57F5.4a.2	1990	1851.26	33.4751	0.769321
F57F5.4a.3	1974	1835.26	607.044	14.0726
F57F5.4b	1052	913.262	78.0236	3.63483
C04A11.4	3207	3068.26	752	10.4275
ZK154.7	2340	2201.26	579	11.1908
H15N14.1c	3023	2884.26	2261.39	33.3575
H15N14.1d	2851	2712.26	40.8885	0.641391
H15N14.1e	3123	2984.26	1401.58	19.9818
H15N14.1f	3119	2980.26	51.18	0.730633
H15N14.1g	370	233.705	25.3709	4.61871
T20H4.4.1	1622	1483.26	3391.35	97.2765
T20H4.4.2	1697	1558.26	311.652	8.50909
Y50D7A.7	1882	1743.26	2670	65.1631
C02B4.1	4802	4663.26	124	1.13132
