target_id	length	eff_length	est_counts	tpm
Y110A7A.10.1	1816	1644.57	529	28.29
Y110A7A.10.2	1787	1615.57	0.000186674	1.01622e-05
F27C8.1.1	1739	1567.57	30	1.68315
F27C8.1.2	1931	1759.57	0	0
F07C3.7	1738	1566.57	67	3.76144
F52H2.2a	1740	1568.57	89.1518	4.99868
F52H2.2b	1738	1566.57	30.8482	1.73185
T13A10.10a	1796	1624.57	67	3.62715
T13A10.10b	1598	1426.57	1.22965e-07	7.58086e-09
C55C2.5a	1834	1662.57	31	1.63988
C55C2.5b	1606	1434.57	0	0
C55C2.5c	1671	1499.57	0	0
C55C2.5d	1618	1446.57	0	0
T11F9.4a	1750	1578.57	23.2142	1.29336
T11F9.4b	1682	1510.57	70.7858	4.1213
F54D12.3	1503	1331.57	18	1.18888
F28F9.4	1464	1292.57	3	0.204125
Y53H1C.1a	2080	1908.57	492.058	22.6745
Y53H1C.1b	1958	1786.57	34.9416	1.72009
C50F2.9	258	105.475	2	1.66766
C50F2.10	358	193.716	2	0.908014
F54B8.5	270	115.341	0	0
Y38H6C.22	381	215.282	0	0
T22H6.5	606	435.006	21	4.24573
T22H6.7	702	530.747	29	4.8055
M79.1a	4081	3909.57	166.609	3.74798
M79.1b	4012	3840.57	118.391	2.71114
M79.1c	3997	3825.57	0	0
C24F3.5a	4719	4547.57	31	0.59953
C24F3.5b	4730	4558.57	0	0
F12B6.1a	6670	6498.57	207.012	2.8016
F12B6.1b	6624	6452.57	1.98803	0.0270968
Y39D8C.1	5546	5374.57	384	6.2837
Y53C10A.9	4805	4633.57	11	0.208788
AC3.3	1405	1233.57	50.0016	3.56492
F19G12.7	1719	1547.57	0	0
Y5H2A.3	1060	888.565	7	0.692846
Y105C5A.4	1008	836.565	0	0
C03A7.7	1174	1002.57	21.8461	1.91642
C03A7.8	1317	1145.57	25.8504	1.98461
C03A7.14.1	1523	1351.57	76.9591	5.00784
C03A7.14.2	1506	1334.57	0	0
R09F10.2	1212	1040.57	10	0.845198
F35A5.3	1271	1099.57	20	1.59969
T01D1.6	1273	1101.57	20	1.59679
W09B12.1.1	2532	2360.57	0	0
W09B12.1.2	2468	2296.57	31	1.18716
Y44E3A.2	2208	2036.57	126	5.44127
Y48B6A.8	2202	2030.57	16	0.692996
Y48B6A.7	1930	1758.57	8	0.400092
C42D8.5a.1	3082	2910.57	186.989	5.65023
C42D8.5a.2	3105	2933.57	0.0111342	0.000333803
C42D8.5b	1383	1211.57	0	0
ZK455.1.1	2831	2659.57	2227	73.644
ZK455.1.2	3072	2900.57	0	0
F54H12.1a	2739	2567.57	6452.13	221.009
F54H12.1c.1	2562	2390.57	20.8436	0.766833
F54H12.1c.2	2500	2328.57	0	0
K11G12.2	1957	1785.57	9	0.443297
K11G12.7	1659	1487.57	2	0.118245
K03F8.2	1800	1628.57	1	0.0540036
ZK973.5	1666	1494.57	1	0.0588455
T09A5.3	1692	1520.57	6	0.347036
ZC504.2.1	1770	1598.57	0	0
ZC504.2.2	1732	1560.57	23	1.29621
C40C9.2	1909	1737.57	6	0.303695
R02E12.8	1680	1508.57	2	0.116599
D2092.3	1386	1214.57	8	0.579291
R01E6.4a	2015	1843.57	8.28569	0.395274
R01E6.4b	1570	1398.57	2.71431	0.170689
T05C12.2	1595	1423.57	0	0
F25G6.4	1506	1334.57	9	0.593104
F25G6.3	1822	1650.57	22	1.17224
F53E10.2a	2249	2077.57	0	0
F53E10.2b	1616	1444.57	0	0
F53E10.2c	2333	2161.57	0	0
F53E10.2d	438	269.713	0	0
F53E10.2e	1155	983.565	0	0
F53E10.2f	1071	899.565	0	0
F53E10.2g	1532	1360.57	5.52694	0.357267
F53E10.2h	287	129.716	2.47306	1.67676
F53E10.2i	176	46.7365	0	0
F28F8.1	1617	1445.57	25	1.521
C31H5.3a	1858	1686.57	1.82337e-05	9.50824e-07
C31H5.3b	1841	1669.57	4.99998	0.263386
R06A4.10a	1702	1530.57	4	0.229846
R06A4.10b	1693	1521.57	0	0
R06A4.10c	1841	1669.57	0	0
F27B3.2	1460	1288.57	0	0
F48E3.7	1435	1263.57	4	0.278413
F59B1.9a	1692	1520.57	0	0
F59B1.9b	1659	1487.57	4	0.236489
T04C12.6.1	1366	1194.57	92.5787	6.81599
T04C12.6.2	1277	1105.57	4179.37	332.472
T04C12.6.3	1264	1092.57	0	0
T04C12.6.4	1346	1174.57	6990.73	523.448
T04C12.5.1	1335	1163.57	10420	787.595
T04C12.5.2	1321	1149.57	5.0628e-06	3.87333e-07
T04C12.5.3	1335	1163.57	499.587	37.7614
T04C12.4.1	1558	1386.57	5810.37	368.546
T04C12.4.2	1553	1381.57	0	0
T04C12.4.3	1474	1302.57	1979.83	133.677
M03F4.2a	1669	1497.57	141.269	8.29639
M03F4.2b.1	1596	1424.57	0	0
M03F4.2b.2	1606	1434.57	9462.07	580.088
M03F4.2b.3	1599	1427.57	0	0
M03F4.2b.4	1541	1369.57	0	0
M03F4.2b.5	1603	1431.57	18.4725	1.13486
M03F4.2b.6	1576	1404.57	0	0
M03F4.2c	1633	1461.57	7.75672	0.466754
T25C8.2.1	1344	1172.57	871.501	65.367
T25C8.2.2	1270	1098.57	3308.5	264.87
T25C8.2.3	1343	1171.57	0	0
F17C8.1	4203	4031.57	91	1.98516
C10F3.3	3343	3171.57	19	0.526875
C44F1.5.1	4149	3977.57	0	0
C44F1.5.2	4040	3868.57	93	2.11427
T01C2.1	3265	3093.57	61	1.7342
F39C12.2a	2213	2041.57	7.0611	0.304184
F39C12.2b	2533	2361.57	33.4534	1.24586
F39C12.2c	2443	2271.57	0	0
F39C12.2d	2049	1877.57	17.0668	0.799436
F39C12.2e	2611	2439.57	8.41874	0.303503
F57F5.4a.1	2032	1860.57	11.3221	0.535192
F57F5.4a.2	1990	1818.57	14.866	0.718941
F57F5.4a.3	1974	1802.57	135.62	6.61698
F57F5.4b	1052	880.565	4.19204	0.41869
C04A11.4	3207	3035.57	295	8.54693
ZK154.7	2340	2168.57	170	6.89452
H15N14.1c	3023	2851.57	632.963	19.5219
H15N14.1d	2851	2679.57	16.4061	0.538479
H15N14.1e	3123	2951.57	543.45	16.1933
H15N14.1f	3119	2947.57	69.8501	2.08416
H15N14.1g	370	204.89	23.7347	10.1881
T20H4.4.1	1622	1450.57	768.659	46.6041
T20H4.4.2	1697	1525.57	20.3409	1.17265
Y50D7A.7	1882	1710.57	924	47.5073
C02B4.1	4802	4630.57	74	1.40548
F08C6.1a.1	3905	3733.57	244.821	5.76703
F08C6.1a.2	3783	3611.57	76.739	1.86874
F08C6.1b.1	2883	2711.57	40.1669	1.30279
F08C6.1b.2	1133	961.565	1.273	0.116433
F08C6.1c.1	3149	2977.57	0.000272301	8.04296e-06
F08C6.1c.2	3027	2855.57	3.39429e-05	1.04541e-06
D2030.10a.1	3225	3053.57	28	0.806452
D2030.10a.2	3268	3096.57	8.72752e-07	2.47878e-08
D2030.10b	3239	3067.57	0	0
T14B1.2	1220	1048.57	14	1.17425
C02H7.3a	4574	4402.57	27.7006	0.553364
C02H7.3b	4428	4256.57	74.2994	1.53516
F32A7.6	1796	1624.57	101.349	5.4867
Y87G2A.4	961	789.565	32	3.56443
B0334.8a	3942	3770.57	906.689	21.1485
B0334.8b	3978	3806.57	169.311	3.91182
F32A6.4a.1	2176	2004.57	51.3991	2.25509
F32A6.4a.2	2137	1965.57	117.467	5.25603
F32A6.4b	1941	1769.57	0	0
F32A6.4c	1787	1615.57	0	0
F32A6.4d	1493	1321.57	24.0832	1.6027
F32A6.4e	1921	1749.57	0	0
F32A6.4f	1107	935.565	14.0933	1.32485
F32A6.4g.1	1107	935.565	14.0933	1.32485
F32A6.4g.2	879	707.565	0	0
F32A6.4g.3	733	561.747	4.86356	0.76145
Y62E10A.5a.1	689	517.773	119.486	20.2957
Y62E10A.5a.2	595	424.07	0	0
Y62E10A.5b	574	403.131	10.5142	2.2938
F09E5.13	1069	897.565	281	27.5339
C25A1.11a	1606	1434.57	125	7.66333
C25A1.11b	1600	1428.57	0	0
C41G7.5a	1841	1669.57	8	0.421419
C41G7.5b	1803	1631.57	0	0
F58E10.4	1059	887.565	254	25.1687
K07C11.2.1	1421	1249.57	448.562	31.5712
K07C11.2.2	1343	1171.57	1178.44	88.4643
B0207.4	1121	949.565	688	63.7223
C25A11.4a	4732	4560.57	4.27357	0.0824138
C25A11.4b	5172	5000.57	265.969	4.67778
C25A11.4c.1	5187	5015.57	0	0
C25A11.4c.2	5141	4969.57	180.515	3.19465
C25A11.4d	6017	5845.57	47.479	0.714337
C25A11.4e	3987	3815.57	0.748525	0.0172534
C25A11.4f.1	6140	5968.57	0	0
C25A11.4f.2	6044	5872.57	0	0
C25A11.4g	5013	4841.57	150.087	2.72637
C25A11.4h	4437	4265.57	2.12213	0.0437545
C25A11.4i	4311	4139.57	139.507	2.96394
C25A11.4j	4289	4117.57	0.0315923	0.000674789
C25A11.4k	5527	5355.57	0	0
C25A11.4l	4999	4827.57	0	0
C25A11.4m	4867	4695.57	0.267166	0.00500405
D1022.7a.1	4299	4127.57	0	0
D1022.7a.2	4264	4092.57	0	0
D1022.7b.1	4311	4139.57	1889.68	40.1478
D1022.7b.2	4279	4107.57	160.316	3.43258
D1022.7c.1	1991	1819.57	0	0
D1022.7c.2	1953	1781.57	0	0
C12D8.10a.1	2069	1897.57	1323.01	61.3189
C12D8.10a.2	2119	1947.57	0	0
C12D8.10b.1	2084	1912.57	41.7799	1.92123
