target_id	length	eff_length	est_counts	tpm
Y110A7A.10.1	1816	1683.37	2026.08	41.6724
Y110A7A.10.2	1787	1654.37	2.78386	0.0582621
F27C8.1.1	1739	1606.37	109.534	2.36088
F27C8.1.2	1931	1798.37	37.466	0.721322
F07C3.7	1738	1605.37	224	4.83108
F52H2.2a	1740	1607.37	298.572	6.43138
F52H2.2b	1738	1605.37	9.42822	0.203341
T13A10.10a	1796	1663.37	407.487	8.48196
T13A10.10b	1598	1465.37	17.5129	0.413791
C55C2.5a	1834	1701.37	61.2149	1.24575
C55C2.5b	1606	1473.37	0	0
C55C2.5c	1671	1538.37	5.78514	0.130204
C55C2.5d	1618	1485.37	0	0
T11F9.4a	1750	1617.37	166.494	3.56418
T11F9.4b	1682	1549.37	147.506	3.2963
F54D12.3	1503	1370.37	15	0.378987
F28F9.4	1464	1331.37	15	0.390089
Y53H1C.1a	2080	1947.37	1333.17	23.7032
Y53H1C.1b	1958	1825.37	289.832	5.49752
C50F2.9	258	138.809	8	1.99546
C50F2.10	358	229.324	11	1.66079
F54B8.5	270	148.996	0	0
Y38H6C.22	381	251.355	2	0.275495
T22H6.5	606	473.416	73	5.33888
T22H6.7	702	569.367	160	9.72966
M79.1a	4081	3948.37	656.854	5.75999
M79.1b	4012	3879.37	330.604	2.95065
M79.1c	3997	3864.37	19.5428	0.175097
C24F3.5a	4719	4586.37	70.1157	0.529318
C24F3.5b	4730	4597.37	2.88431	0.0217222
F12B6.1a	6670	6537.37	0.0202326	0.000107157
F12B6.1b	6624	6491.37	245.98	1.312
Y39D8C.1	5546	5413.37	566	3.62009
Y53C10A.9	4805	4672.37	60	0.444616
AC3.3	1405	1272.37	51.3997	1.39868
F19G12.7	1719	1586.37	0	0
Y5H2A.3	1060	927.367	1.66743	0.0622539
Y105C5A.4	1008	875.367	0	0
C03A7.7	1174	1041.37	58.436	1.94289
C03A7.8	1317	1184.37	44.2331	1.2931
C03A7.14.1	1523	1390.37	73.5999	1.83281
C03A7.14.2	1506	1373.37	23.8357	0.600913
R09F10.2	1212	1079.37	36	1.15479
F35A5.3	1271	1138.37	7	0.212905
T01D1.6	1273	1140.37	62	1.88242
W09B12.1.1	2532	2399.37	112.469	1.62296
W09B12.1.2	2468	2335.37	41.5307	0.615722
Y44E3A.2	2208	2075.37	184	3.06968
