target_id	length	eff_length	est_counts	tpm
Y110A7A.10.1	1816	1684.04	3208.68	63.3837
Y110A7A.10.2	1787	1655.04	0.00330371	6.64042e-05
F27C8.1.1	1739	1607.04	194.63	4.02889
F27C8.1.2	1931	1799.04	9.36999	0.173261
F07C3.7	1738	1606.04	262	5.42685
F52H2.2a	1740	1608.04	409.499	8.47146
F52H2.2b	1738	1606.04	40.5015	0.838913
T13A10.10a	1796	1664.04	391.618	7.82891
T13A10.10b	1598	1466.04	19.3823	0.439807
C55C2.5a	1834	1702.04	58.5721	1.14478
C55C2.5b	1606	1474.04	0	0
C55C2.5c	1671	1539.04	7.42792	0.160554
C55C2.5d	1618	1486.04	0	0
T11F9.4a	1750	1618.04	237.947	4.89207
T11F9.4b	1682	1550.04	152.053	3.26329
F54D12.3	1503	1371.04	27	0.655113
F28F9.4	1464	1332.04	29	0.724242
Y53H1C.1a	2080	1948.04	1977.55	33.7701
Y53H1C.1b	1958	1826.04	403.208	7.3455
C50F2.9	258	135.704	2	0.490274
C50F2.10	358	228.702	14	2.03639
F54B8.5	270	146.463	0	0
Y38H6C.22	381	250.784	1	0.132648
T22H6.5	606	474.088	44	3.08742
T22H6.7	702	570.037	128	7.46979
M79.1a	4081	3949.04	683.746	5.75977
M79.1b	4012	3880.04	609.254	5.22353
M79.1c	3997	3865.04	0	0
C24F3.5a	4719	4587.04	129	0.935534
C24F3.5b	4730	4598.04	0	0
F12B6.1a	6670	6538.04	142.225	0.723653
F12B6.1b	6624	6492.04	178.775	0.916069
Y39D8C.1	5546	5414.04	717	4.40555
Y53C10A.9	4805	4673.04	101	0.718992
AC3.3	1405	1273.04	89.4958	2.33864
F19G12.7	1719	1587.04	0	0
Y5H2A.3	1060	928.037	3.61396	0.129545
Y105C5A.4	1008	876.037	0	0
C03A7.7	1174	1042.04	61.9481	1.97764
C03A7.8	1317	1185.04	44.8156	1.25805
C03A7.14.1	1523	1391.04	108.45	2.59355
C03A7.14.2	1506	1374.04	0	0
R09F10.2	1212	1080.04	13.8647	0.427047
F35A5.3	1271	1139.04	19	0.554904
T01D1.6	1273	1141.04	58	1.69095
W09B12.1.1	2532	2400.04	0	0
W09B12.1.2	2468	2336.04	214	3.04745
Y44E3A.2	2208	2076.04	191	3.06055
Y48B6A.8	2202	2070.04	58	0.932077
Y48B6A.7	1930	1798.04	11	0.203515
C42D8.5a.1	3082	2950.04	208.888	2.35553
C42D8.5a.2	3105	2973.04	162.415	1.8173
C42D8.5b	1383	1251.04	40.6972	1.08217
ZK455.1.1	2831	2699.04	4898.2	60.3712
ZK455.1.2	3072	2940.04	48.7973	0.552135
F54H12.1a	2739	2607.04	22809	291.045
F54H12.1c.1	2562	2430.04	0	0
F54H12.1c.2	2500	2368.04	0	0
K11G12.2	1957	1825.04	14	0.255187
K11G12.7	1659	1527.04	13	0.283202
K03F8.2	1800	1668.04	42	0.837617
ZK973.5	1666	1534.04	3	0.065056
T09A5.3	1692	1560.04	21.129	0.450553
ZC504.2.1	1770	1638.04	84	1.70592
ZC504.2.2	1732	1600.04	0	0
C40C9.2	1909	1777.04	16	0.29952
R02E12.8	1680	1548.04	8	0.171914
D2092.3	1386	1254.04	26	0.689707
R01E6.4a	2015	1883.04	33.8524	0.598042
R01E6.4b	1570	1438.04	4.14764	0.0959474
T05C12.2	1595	1463.04	5	0.113689
F25G6.4	1506	1374.04	91	2.20315
F25G6.3	1822	1690.04	159.033	3.13036
F53E10.2a	2249	2117.04	2.76661	0.0434732
F53E10.2b	1616	1484.04	21.0674	0.472246
F53E10.2c	2333	2201.04	0	0
F53E10.2d	438	306.499	0	0
