target_id	length	eff_length	est_counts	tpm
Y110A7A.10.1	1816	1676.32	1796.2	59.6798
Y110A7A.10.2	1787	1647.32	9.82932	0.332335
F27C8.1.1	1739	1599.32	143.34	4.99187
F27C8.1.2	1931	1791.32	18.6596	0.580174
F07C3.7	1738	1598.32	364	12.6843
F52H2.2a	1740	1600.32	233	8.10922
F52H2.2b	1738	1598.32	0	0
T13A10.10a	1796	1656.32	349.231	11.7435
T13A10.10b	1598	1458.32	11.7692	0.449494
C55C2.5a	1834	1694.32	61	2.00523
C55C2.5b	1606	1466.32	0	0
C55C2.5c	1671	1531.32	0	0
C55C2.5d	1618	1478.32	0	0
T11F9.4a	1750	1610.32	139.261	4.81667
T11F9.4b	1682	1542.32	251.739	9.09089
F54D12.3	1503	1363.32	26	1.0622
F28F9.4	1464	1324.32	22	0.925251
Y53H1C.1a	2080	1940.32	945.252	27.1334
Y53H1C.1b	1958	1818.32	126.942	3.88834
C50F2.9	258	131.142	7	2.97293
C50F2.10	358	221.7	14	3.51716
F54B8.5	270	141.301	2	0.788342
Y38H6C.22	381	243.746	12	2.74204
T22H6.5	606	466.433	79	9.43337
T22H6.7	702	562.382	170	16.8363
M79.1a	4081	3941.32	320.193	4.52481
M79.1b	4012	3872.32	297.807	4.28345
M79.1c	3997	3857.32	0	0
C24F3.5a	4719	4579.32	0.145331	0.00176762
C24F3.5b	4730	4590.32	148.855	1.80613
F12B6.1a	6670	6530.32	0.0129439	0.000110398
F12B6.1b	6624	6484.32	227.987	1.95828
Y39D8C.1	5546	5406.32	567	5.84132
Y53C10A.9	4805	4665.32	76	0.907323
AC3.3	1405	1265.32	58.8534	2.5906
F19G12.7	1719	1579.32	0	0
Y5H2A.3	1060	920.319	2	0.121038
Y105C5A.4	1008	868.319	0	0
C03A7.7	1174	1034.32	62.5186	3.36654
C03A7.8	1317	1177.32	31.7239	1.5008
C03A7.14.1	1523	1383.32	81.1203	3.26616
C03A7.14.2	1506	1366.32	13.347	0.544079
R09F10.2	1212	1072.32	33	1.71403
F35A5.3	1271	1131.32	23	1.13233
T01D1.6	1273	1133.32	31	1.52349
W09B12.1.1	2532	2392.32	37.38	0.870261
W09B12.1.2	2468	2328.32	131.62	3.14854
Y44E3A.2	2208	2068.32	144	3.8777
Y48B6A.8	2202	2062.32	30	0.810205
Y48B6A.7	1930	1790.32	5	0.15555
C42D8.5a.1	3082	2942.32	47.0097	0.889871
C42D8.5a.2	3105	2965.32	317.631	5.96598
C42D8.5b	1383	1243.32	83.7414	3.75135
ZK455.1.1	2831	2691.32	2603.33	53.8758
ZK455.1.2	3072	2932.32	48.6692	0.924427
F54H12.1a	2739	2599.32	9367.61	200.724
F54H12.1c.1	2562	2422.32	1.25879e-05	2.89435e-07
F54H12.1c.2	2500	2360.32	0.220539	0.00520409
K11G12.2	1957	1817.32	15	0.459716
K11G12.7	1659	1519.32	17	0.623203
K03F8.2	1800	1660.32	19	0.63737
ZK973.5	1666	1526.32	4	0.145964
T09A5.3	1692	1552.32	30.1352	1.08124
ZC504.2.1	1770	1630.32	85.8029	2.93129
ZC504.2.2	1732	1592.32	29.1971	1.02127
C40C9.2	1909	1769.32	13	0.409229
R02E12.8	1680	1540.32	5	0.180796
D2092.3	1386	1246.32	28	1.25129
R01E6.4a	2015	1875.32	42.142	1.25161
R01E6.4b	1570	1430.32	11.858	0.461751
T05C12.2	1595	1455.32	9	0.34444
F25G6.4	1506	1366.32	87	3.54647
F25G6.3	1822	1682.32	165.034	5.46379
F53E10.2a	2249	2109.32	5.88373	0.15536
F53E10.2b	1616	1476.32	0	0
F53E10.2c	2333	2193.32	0	0
F53E10.2d	438	299.417	0	0
F53E10.2e	1155	1015.32	0	0
F53E10.2f	1071	931.319	0	0
F53E10.2g	1532	1392.32	11.8761	0.475079
F53E10.2h	287	156.194	2.62134e-05	9.34734e-06
F53E10.2i	176	67.1321	1.24011	1.02887
F28F8.1	1617	1477.32	89	3.35541
C31H5.3a	1858	1718.32	18	0.583443
C31H5.3b	1841	1701.32	0	0
R06A4.10a	1702	1562.32	0	0
R06A4.10b	1693	1553.32	18.0181	0.646067
R06A4.10c	1841	1701.32	0	0
F27B3.2	1460	1320.32	11	0.464027
F48E3.7	1435	1295.32	21	0.902968
F59B1.9a	1692	1552.32	6	0.215278
F59B1.9b	1659	1519.32	0	0
T04C12.6.1	1366	1226.32	0	0
T04C12.6.2	1277	1137.32	2969.43	145.419
T04C12.6.3	1264	1124.32	0	0
T04C12.6.4	1346	1206.32	16171.5	746.65
T04C12.5.1	1335	1195.32	8411.86	391.956
T04C12.5.2	1321	1181.32	25.0167	1.17948
T04C12.5.3	1335	1195.32	4845.23	225.767
T04C12.4.1	1558	1418.32	4457.57	175.047
T04C12.4.2	1553	1413.32	0	0
T04C12.4.3	1474	1334.32	17892	746.844
M03F4.2a	1669	1529.32	35.7608	1.30238
M03F4.2b.1	1596	1456.32	0	0
M03F4.2b.2	1606	1466.32	22099.8	839.441
M03F4.2b.3	1599	1459.32	0	0
M03F4.2b.4	1541	1401.32	2525.89	100.394
M03F4.2b.5	1603	1463.32	52.5191	1.99898
M03F4.2b.6	1576	1436.32	0	0
M03F4.2c	1633	1493.32	0	0
T25C8.2.1	1344	1204.32	4827.19	223.246
T25C8.2.2	1270	1130.32	5012.23	246.979
T25C8.2.3	1343	1203.32	55.9544	2.5899
F17C8.1	4203	4063.32	216	2.96076
C10F3.3	3343	3203.32	26	0.452067
C44F1.5.1	4149	4009.32	0	0
C44F1.5.2	4040	3900.32	152	2.17057
T01C2.1	3265	3125.32	303	5.3998
F39C12.2a	2213	2073.32	20.4084	0.548242
F39C12.2b	2533	2393.32	153.529	3.5729
F39C12.2c	2443	2303.32	0	0
F39C12.2d	2049	1909.32	7.15624	0.208755
F39C12.2e	2611	2471.32	9.90606	0.223255
F57F5.4a.1	2032	1892.32	0	0
