target_id	length	eff_length	est_counts	tpm
Y110A7A.10.1	1816	1666.77	2129.72	63.5688
Y110A7A.10.2	1787	1637.77	0.996287	0.0302642
F27C8.1.1	1739	1589.77	165.72	5.18607
F27C8.1.2	1931	1781.77	9.28005	0.259117
F07C3.7	1738	1588.77	434	13.5902
F52H2.2a	1740	1590.77	308.093	9.63546
F52H2.2b	1738	1588.77	23.9071	0.748624
T13A10.10a	1796	1646.77	312.216	9.43235
T13A10.10b	1598	1448.77	16.7842	0.576368
C55C2.5a	1834	1684.77	78	2.30331
C55C2.5b	1606	1456.77	0	0
C55C2.5c	1671	1521.77	0	0
C55C2.5d	1618	1468.77	0	0
T11F9.4a	1750	1600.77	84.722	2.63309
T11F9.4b	1682	1532.77	202.278	6.56553
F54D12.3	1503	1353.77	13	0.477745
F28F9.4	1464	1314.77	23	0.870314
Y53H1C.1a	2080	1930.77	1142.34	29.435
Y53H1C.1b	1958	1808.77	157.657	4.33639
C50F2.9	258	123.995	4	1.60492
C50F2.10	358	212.66	10	2.33944
F54B8.5	270	134.005	0	0
Y38H6C.22	381	234.617	3	0.636149
T22H6.5	606	456.815	55	5.9899
T22H6.7	702	552.769	147	13.2303
M79.1a	4081	3931.77	378.898	4.79438
M79.1b	4012	3862.77	398.102	5.12735
M79.1c	3997	3847.77	0	0
C24F3.5a	4719	4569.77	129	1.40441
C24F3.5b	4730	4580.77	9.08734e-05	9.86952e-07
F12B6.1a	6670	6520.77	141.515	1.0797
F12B6.1b	6624	6474.77	108.485	0.833573
Y39D8C.1	5546	5396.77	517	4.766
Y53C10A.9	4805	4655.77	69	0.737319
AC3.3	1405	1255.77	72.8655	2.88675
F19G12.7	1719	1569.77	0	0
Y5H2A.3	1060	910.769	1	0.0546247
Y105C5A.4	1008	858.769	0	0
C03A7.7	1174	1024.77	38.0901	1.8492
C03A7.8	1317	1167.77	34.1084	1.45312
C03A7.14.1	1523	1373.77	47.4167	1.71718
C03A7.14.2	1506	1356.77	33.3973	1.22463
R09F10.2	1212	1062.77	9.05877	0.424061
F35A5.3	1271	1121.77	32	1.4192
T01D1.6	1273	1123.77	39	1.72657
W09B12.1.1	2532	2382.77	37.2308	0.777352
W09B12.1.2	2468	2318.77	117.769	2.52681
Y44E3A.2	2208	2058.77	188	4.54305
Y48B6A.8	2202	2052.77	52	1.26026
Y48B6A.7	1930	1780.77	14	0.391127
C42D8.5a.1	3082	2932.77	23.9746	0.406698
C42D8.5a.2	3105	2955.77	234.983	3.95515
C42D8.5b	1383	1233.77	47.0936	1.899
ZK455.1.1	2831	2681.77	3575.74	66.335
ZK455.1.2	3072	2922.77	24.2553	0.412867
F54H12.1a	2739	2589.77	11716.8	225.084
F54H12.1c.1	2562	2412.77	43.1112	0.88894
F54H12.1c.2	2500	2350.77	3.95571e-08	8.37167e-10
K11G12.2	1957	1807.77	21	0.577928
K11G12.7	1659	1509.77	6	0.197714
K03F8.2	1800	1650.77	20	0.602756
ZK973.5	1666	1516.77	0	0
T09A5.3	1692	1542.77	30.1013	0.970693
ZC504.2.1	1770	1620.77	73	2.24078
ZC504.2.2	1732	1582.77	0	0
C40C9.2	1909	1759.77	11	0.310982
R02E12.8	1680	1530.77	6	0.195002
D2092.3	1386	1236.77	37	1.48837
R01E6.4a	2015	1865.77	4.19274	0.111799
R01E6.4b	1570	1420.77	22.8073	0.798633
T05C12.2	1595	1445.77	4	0.137644
F25G6.4	1506	1356.77	96	3.52016
F25G6.3	1822	1672.77	131.053	3.89769
F53E10.2a	2249	2099.77	9.89035e-06	2.34335e-07
F53E10.2b	1616	1466.77	0	0
F53E10.2c	2333	2183.77	0	0
F53E10.2d	438	290.286	0	0
F53E10.2e	1155	1005.77	0	0
F53E10.2f	1071	921.769	2.38422	0.128683
F53E10.2g	1532	1382.77	17.9257	0.644946
F53E10.2h	287	148.545	1.1834	0.396341
F53E10.2i	176	63.4993	0.506703	0.396992
F28F8.1	1617	1467.77	78	2.64384
C31H5.3a	1858	1708.77	0	0
C31H5.3b	1841	1691.77	25	0.735185
R06A4.10a	1702	1552.77	0.00109464	3.5072e-05
R06A4.10b	1693	1543.77	2.56759	0.0827448
R06A4.10c	1841	1691.77	11.4313	0.336165
F27B3.2	1460	1310.77	11	0.417507
F48E3.7	1435	1285.77	11	0.425625
F59B1.9a	1692	1542.77	0	0
F59B1.9b	1659	1509.77	3	0.0988572
T04C12.6.1	1366	1216.77	12.9634	0.530041
T04C12.6.2	1277	1127.77	3943.54	173.966
T04C12.6.3	1264	1114.77	0	0
T04C12.6.4	1346	1196.77	16961.5	705.102
T04C12.5.1	1335	1185.77	12835.4	538.527
T04C12.5.2	1321	1171.77	42.4438	1.80206
T04C12.5.3	1335	1185.77	4771.28	200.186
T04C12.4.1	1558	1408.77	6171.75	217.955
T04C12.4.2	1553	1403.77	17.7692	0.629754
T04C12.4.3	1474	1324.77	20765.8	779.841
M03F4.2a	1669	1519.77	18.1642	0.594616
M03F4.2b.1	1596	1446.77	0	0
M03F4.2b.2	1606	1456.77	25856	883.015
M03F4.2b.3	1599	1449.77	0	0
M03F4.2b.4	1541	1391.77	8.48355	0.303255
M03F4.2b.5	1603	1453.77	0	0
M03F4.2b.6	1576	1426.77	0	0
M03F4.2c	1633	1483.77	0	0
T25C8.2.1	1344	1194.77	4149.39	172.782
T25C8.2.2	1270	1120.77	5949.49	264.096
T25C8.2.3	1343	1193.77	0.0124703	0.000519704
F17C8.1	4203	4053.77	183	2.2459
C10F3.3	3343	3193.77	27	0.420589
C44F1.5.1	4149	3999.77	0	0
C44F1.5.2	4040	3890.77	148	1.89245
T01C2.1	3265	3115.77	334	5.33309
F39C12.2a	2213	2063.77	0	0
F39C12.2b	2533	2383.77	175.519	3.66318
F39C12.2c	2443	2293.77	0	0
F39C12.2d	2049	1899.77	13.7237	0.359392
F39C12.2e	2611	2461.77	52.7569	1.06618
F57F5.4a.1	2032	1882.77	22.0986	0.583935
F57F5.4a.2	1990	1840.77	42.6117	1.15167
F57F5.4a.3	1974	1824.77	805.083	21.9498
F57F5.4b	1052	902.769	14.2066	0.782909
C04A11.4	3207	3057.77	496	8.07002
ZK154.7	2340	2190.77	520	11.8088
H15N14.1c	3023	2873.77	1292.35	22.373
H15N14.1d	2851	2701.77	10.4825	0.193025
H15N14.1e	3123	2973.77	966.513	16.1696
H15N14.1f	3119	2969.77	24.8336	0.41602
H15N14.1g	370	224.105	0	0
T20H4.4.1	1622	1472.77	2752.53	92.9812
T20H4.4.2	1697	1547.77	598.471	19.2369
Y50D7A.7	1882	1732.77	3101	89.0346
C02B4.1	4802	4652.77	90	0.96234
F08C6.1a.1	3905	3755.77	246.28	3.26233
F08C6.1a.2	3783	3633.77	417.153	5.71131
F08C6.1b.1	2883	2733.77	17.2024	0.313058
F08C6.1b.2	1133	983.769	131.364	6.64327
F08C6.1c.1	3149	2999.77	0	0
F08C6.1c.2	3027	2877.77	0	0
D2030.10a.1	3225	3075.77	395	6.38912
D2030.10a.2	3268	3118.77	3.52553e-06	5.62391e-08
D2030.10b	3239	3089.77	0	0
T14B1.2	1220	1070.77	29	1.34741
C02H7.3a	4574	4424.77	79.8487	0.89779
C02H7.3b	4428	4278.77	46.1513	0.536615
F32A7.6	1796	1646.77	423.011	12.7796
Y87G2A.4	961	811.769	115	7.04795
B0334.8a	3942	3792.77	2005.09	26.3011
B0334.8b	3978	3828.77	80.9133	1.05138
F32A6.4a.1	2176	2026.77	362.607	8.90081
F32A6.4a.2	2137	1987.77	58.2405	1.45766
F32A6.4b	1941	1791.77	7.44492	0.206717
F32A6.4c	1787	1637.77	0	0
F32A6.4d	1493	1343.77	3.77948	0.139928
F32A6.4e	1921	1771.77	0	0
F32A6.4f	1107	957.769	0.7219	0.0374985
F32A6.4g.1	1107	957.769	0.7219	0.0374985
F32A6.4g.2	879	729.769	0	0
F32A6.4g.3	733	583.769	160.485	13.677
Y62E10A.5a.1	689	539.769	384.533	35.4424
Y62E10A.5a.2	595	445.86	83.368	9.30248
Y62E10A.5b	574	424.904	0	0
F09E5.13	1069	919.769	1111.3	60.1107
C25A1.11a	1606	1456.77	595.151	20.3252
C25A1.11b	1600	1450.77	0	0
C41G7.5a	1841	1691.77	0	0
C41G7.5b	1803	1653.77	9	0.270748
F58E10.4	1059	909.769	955	52.224
K07C11.2.1	1421	1271.77	342.399	13.3944
K07C11.2.2	1343	1193.77	5187.6	216.194
B0207.4	1121	971.769	2129	108.996
C25A11.4a	4732	4582.77	0	0
C25A11.4b	5172	5022.77	725.524	7.18632
C25A11.4c.1	5187	5037.77	0	0
C25A11.4c.2	5141	4991.77	207.159	2.06465
C25A11.4d	6017	5867.77	143.074	1.21307
C25A11.4e	3987	3837.77	10.1251	0.131255
C25A11.4f.1	6140	5990.77	0	0
C25A11.4f.2	6044	5894.77	0	0
C25A11.4g	5013	4863.77	17.4912	0.178914
C25A11.4h	4437	4287.77	2.90164e-07	3.36674e-09
C25A11.4i	4311	4161.77	624.574	7.46627
C25A11.4j	4289	4139.77	0	0
C25A11.4k	5527	5377.77	0	0
C25A11.4l	4999	4849.77	38.0519	0.390349
C25A11.4m	4867	4717.77	0	0
D1022.7a.1	4299	4149.77	339.559	4.07088
D1022.7a.2	4264	4114.77	62.6234	0.757163
D1022.7b.1	4311	4161.77	1241.83	14.8451
D1022.7b.2	4279	4129.77	8285.29	99.8113
D1022.7c.1	1991	1841.77	15.0732	0.407163
D1022.7c.2	1953	1803.77	0.621955	0.0171544
C12D8.10a.1	2069	1919.77	2952.73	76.5195
C12D8.10a.2	2119	1969.77	2082.44	52.5964
C12D8.10b.1	2084	1934.77	102.215	2.62836
C12D8.10b.2	2134	1984.77	78.0895	1.9574
C12D8.10c	1996	1846.77	3.34952	0.0902335
F28H6.1a	2002	1852.77	246.374	6.61562
F28H6.1b	2381	2231.77	16.6264	0.370634
F48F7.1a	4592	4442.77	279.249	3.12706
F48F7.1b	5001	4851.77	711.751	7.29837
T07D3.7a	3238	3088.77	213.222	3.43435
T07D3.7b	3203	3053.77	873.778	14.2352
F54D8.3a.1	1608	1458.77	2362.09	80.5578
F54D8.3a.2	1690	1540.77	2673.37	86.3214
F54D8.3b.1	1607	1457.77	0	0
F54D8.3b.2	1693	1543.77	88.9186	2.86555
F54D8.3b.3	1666	1516.77	7.62122	0.249978
F54D8.3b.4	1387	1237.77	0.00455124	0.000182931
K04F1.15	1641	1491.77	0	0
F36H1.6	2864	2714.77	2472	45.3016
T05H4.13a.1	1595	1445.77	200.209	6.88943
T05H4.13a.2	1582	1432.77	156.363	5.42944
T05H4.13b.1	1933	1783.77	1322.81	36.894
T05H4.13b.2	1920	1770.77	1098.94	30.8751
T05H4.13c.1	1816	1666.77	198.502	5.92499
T05H4.13c.2	1803	1653.77	160.18	4.81873
T08B1.3	1388	1238.77	157	6.30532
F56D12.1a.1	1933	1783.77	0	0
F56D12.1a.2	1847	1697.77	1077.93	31.5872
F56D12.1a.3	1837	1687.77	1.32714e-05	3.91202e-07
F56D12.1b.1	1638	1488.77	0	0
F56D12.1b.2	1552	1402.77	6.42005	0.227693
F56D12.1b.3	1542	1392.77	0	0
F56D12.1c.1	1919	1769.77	0	0
F56D12.1c.2	1833	1683.77	38.9152	1.14983
F56D12.1c.3	1823	1673.77	3.6802e-07	1.09389e-08
F56D12.1d	1660	1510.77	191.733	6.31387
F45H10.1a.1	1753	1603.77	227.459	7.05599
F45H10.1a.2	1567	1417.77	165.968	5.82392
F45H10.1b	860	710.769	247.754	17.3416
F13D12.4a.1	1840	1690.77	0	0
F13D12.4a.2	1805	1655.77	2203.75	66.2157
