target_id	length	eff_length	est_counts	tpm
Y110A7A.10.1	1816	1668.42	2152.87	43.2411
Y110A7A.10.2	1787	1639.42	639.689	13.0756
F27C8.1.1	1739	1591.42	217.134	4.57222
F27C8.1.2	1931	1783.42	27.8659	0.523605
F07C3.7	1738	1590.42	293	6.17361
F52H2.2a	1740	1592.42	355.505	7.4812
F52H2.2b	1738	1590.42	21.4954	0.452916
T13A10.10a	1796	1648.42	438.063	8.90538
T13A10.10b	1598	1450.42	12.937	0.298898
C55C2.5a	1834	1686.42	75	1.49032
C55C2.5b	1606	1458.42	0	0
C55C2.5c	1671	1523.42	0	0
C55C2.5d	1618	1470.42	0	0
T11F9.4a	1750	1602.42	190.136	3.97623
T11F9.4b	1682	1534.42	277.864	6.06837
F54D12.3	1503	1355.42	33	0.815875
F28F9.4	1464	1316.42	23	0.585487
Y53H1C.1a	2080	1932.42	1743.63	30.2369
Y53H1C.1b	1958	1810.42	299.581	5.54522
C50F2.9	258	125.443	8	2.13711
C50F2.10	358	214.561	4	0.62473
F54B8.5	270	135.481	0	0
Y38H6C.22	381	236.672	4	0.566366
T22H6.5	606	458.576	69	5.04221
T22H6.7	702	554.477	155	9.36768
M79.1a	4081	3933.42	628.874	5.35768
M79.1b	4012	3864.42	541.327	4.69417
M79.1c	3997	3849.42	47.7999	0.416117
C24F3.5a	4719	4571.42	163	1.19487
C24F3.5b	4730	4582.42	0	0
F12B6.1a	6670	6522.42	0.0212845	0.000109355
F12B6.1b	6624	6476.42	308.979	1.59874
Y39D8C.1	5546	5398.42	745	4.62459
Y53C10A.9	4805	4657.42	123	0.885
AC3.3	1405	1257.42	171.168	4.56168
F19G12.7	1719	1571.42	1	0.0213251
Y5H2A.3	1060	912.42	5	0.183636
Y105C5A.4	1008	860.42	0	0
C03A7.7	1174	1026.42	104.009	3.3957
C03A7.8	1317	1169.42	86.2021	2.47019
C03A7.14.1	1523	1375.42	81.4295	1.98395
C03A7.14.2	1506	1358.42	73.1548	1.80465
R09F10.2	1212	1064.42	23.0833	0.726721
F35A5.3	1271	1123.42	37	1.10368
T01D1.6	1273	1125.42	84	2.5012
W09B12.1.1	2532	2384.42	74.5131	1.04721
W09B12.1.2	2468	2320.42	145.487	2.10107
Y44E3A.2	2208	2060.42	248	4.03348
Y48B6A.8	2202	2054.42	35	0.570903
Y48B6A.7	1930	1782.42	6	0.112804
C42D8.5a.1	3082	2934.42	396.681	4.53005
C42D8.5a.2	3105	2957.42	1.25222	0.014189
C42D8.5b	1383	1235.42	104.067	2.82281
ZK455.1.1	2831	2683.42	4525.12	56.5099
ZK455.1.2	3072	2924.42	169.883	1.94668
F54H12.1a	2739	2591.42	20248	261.835
F54H12.1c.1	2562	2414.42	0	0
F54H12.1c.2	2500	2352.42	1.07847e-05	1.5363e-07
K11G12.2	1957	1809.42	28	0.518564
K11G12.7	1659	1511.42	14	0.310403
K03F8.2	1800	1652.42	19	0.385316
ZK973.5	1666	1518.42	3	0.0662084
T09A5.3	1692	1544.42	22.0801	0.479093
ZC504.2.1	1770	1622.42	0	0
ZC504.2.2	1732	1584.42	136	2.87642
C40C9.2	1909	1761.42	10	0.190248
R02E12.8	1680	1532.42	10	0.218678
D2092.3	1386	1238.42	51	1.38002
R01E6.4a	2015	1867.42	25.1787	0.45183
R01E6.4b	1570	1422.42	19.8213	0.466969
T05C12.2	1595	1447.42	7	0.162064
F25G6.4	1506	1358.42	115	2.83692
F25G6.3	1822	1674.42	153.033	3.06269
F53E10.2a	2249	2101.42	4.49028	0.0716051
F53E10.2b	1616	1468.42	0	0
F53E10.2c	2333	2185.42	0	0
F53E10.2d	438	291.727	3.05437	0.350855
F53E10.2e	1155	1007.42	1.46421	0.0487052
F53E10.2f	1071	923.42	0	0
F53E10.2g	1532	1384.42	19.0076	0.46009
F53E10.2h	287	150.173	0	0
F53E10.2i	176	64.1329	0	0
F28F8.1	1617	1469.42	79	1.80163
C31H5.3a	1858	1710.42	2.54092e-05	4.97819e-07
C31H5.3b	1841	1693.42	19	0.375986
R06A4.10a	1702	1554.42	1.92923e-06	4.15909e-08
R06A4.10b	1693	1545.42	0.00501146	0.000108668
R06A4.10c	1841	1693.42	33.0063	0.653155
F27B3.2	1460	1312.42	23	0.587271
F48E3.7	1435	1287.42	12	0.312352
F59B1.9a	1692	1544.42	0	0
F59B1.9b	1659	1511.42	14	0.310403
T04C12.6.1	1366	1218.42	25.9818	0.714588
T04C12.6.2	1277	1129.42	6365.87	188.88
T04C12.6.3	1264	1116.42	0	0
T04C12.6.4	1346	1198.42	23362.3	653.265
T04C12.5.1	1335	1187.42	24608.6	694.491
T04C12.5.2	1321	1173.42	9.27905	0.264993
T04C12.5.3	1335	1187.42	6319.25	178.339
T04C12.4.1	1558	1410.42	9285.26	220.612
T04C12.4.2	1553	1405.42	0	0
T04C12.4.3	1474	1326.42	26065.9	658.529
M03F4.2a	1669	1521.42	0	0
M03F4.2b.1	1596	1448.42	0	0
M03F4.2b.2	1606	1458.42	33985.7	780.902
M03F4.2b.3	1599	1451.42	25.461	0.587849
M03F4.2b.4	1541	1393.42	347.971	8.36844
M03F4.2b.5	1603	1455.42	24.5646	0.565595
M03F4.2b.6	1576	1428.42	0	0
M03F4.2c	1633	1485.42	31.9393	0.720543
T25C8.2.1	1344	1196.42	8213.23	230.046
T25C8.2.2	1270	1122.42	9354.73	279.293
T25C8.2.3	1343	1195.42	0.0336589	0.000943545
F17C8.1	4203	4055.42	290	2.39633
C10F3.3	3343	3195.42	37	0.388023
C44F1.5.1	4149	4001.42	0	0
C44F1.5.2	4040	3892.42	220	1.89403
T01C2.1	3265	3117.42	424	4.55779
F39C12.2a	2213	2065.42	4.84882	0.0786704
F39C12.2b	2533	2385.42	267.978	3.76459
F39C12.2c	2443	2295.42	0	0
F39C12.2d	2049	1901.42	5.01536	0.088391
F39C12.2e	2611	2463.42	12.1577	0.165386
F57F5.4a.1	2032	1884.42	0	0
F57F5.4a.2	1990	1842.42	132.433	2.40875
F57F5.4a.3	1974	1826.42	922.567	16.927
F57F5.4b	1052	904.42	0	0
C04A11.4	3207	3059.42	724	7.93018
ZK154.7	2340	2192.42	660	10.088
H15N14.1c	3023	2875.42	2076.26	24.1971
H15N14.1d	2851	2703.42	114.356	1.41751
H15N14.1e	3123	2975.42	1623.22	18.2816
H15N14.1f	3119	2971.42	50.5861	0.570494
H15N14.1g	370	226.115	36.0712	5.34583
T20H4.4.1	1622	1474.42	4122.48	93.696
T20H4.4.2	1697	1549.42	392.52	8.48938
Y50D7A.7	1882	1734.42	3900	75.3519
C02B4.1	4802	4654.42	103	0.741575
F08C6.1a.1	3905	3757.42	307.985	2.74678
F08C6.1a.2	3783	3635.42	512.782	4.72674
F08C6.1b.1	2883	2735.42	0	0
F08C6.1b.2	1133	985.42	302.233	10.2779
F08C6.1c.1	3149	3001.42	0	0
F08C6.1c.2	3027	2879.42	0	0
D2030.10a.1	3225	3077.42	411.707	4.48317
D2030.10a.2	3268	3120.42	41.6961	0.447781
D2030.10b	3239	3091.42	30.5973	0.331672
T14B1.2	1220	1072.42	23	0.718698
C02H7.3a	4574	4426.42	76.0404	0.575672
C02H7.3b	4428	4280.42	130.96	1.02526
F32A7.6	1796	1648.42	418.483	8.50734
Y87G2A.4	961	813.42	143	5.89122
B0334.8a	3942	3794.42	3419.38	30.1985
B0334.8b	3978	3830.42	180.625	1.58021
F32A6.4a.1	2176	2028.42	364.072	6.0147
F32A6.4a.2	2137	1989.42	196.961	3.3177
F32A6.4b	1941	1793.42	0	0
F32A6.4c	1787	1639.42	0	0
F32A6.4d	1493	1345.42	0	0
F32A6.4e	1921	1773.42	0	0
F32A6.4f	1107	959.42	0	0
F32A6.4g.1	1107	959.42	0	0
F32A6.4g.2	879	731.42	0	0
F32A6.4g.3	733	585.42	157.966	9.04234
Y62E10A.5a.1	689	541.477	444.128	27.486
Y62E10A.5a.2	595	447.599	210.763	15.7793
Y62E10A.5b	574	426.664	7.10922	0.558367
F09E5.13	1069	921.42	1718.54	62.5009
C25A1.11a	1606	1458.42	702.124	16.133
C25A1.11b	1600	1452.42	0	0
C41G7.5a	1841	1693.42	0	0
C41G7.5b	1803	1655.42	15	0.303645
F58E10.4	1059	911.42	1392	51.1805
K07C11.2.1	1421	1273.42	620.384	16.3257
K07C11.2.2	1343	1195.42	6768.62	189.742
B0207.4	1121	973.42	3206	110.369
C25A11.4a	4732	4584.42	0	0
C25A11.4b	5172	5024.42	964.733	6.43435
C25A11.4c.1	5187	5039.42	0	0
C25A11.4c.2	5141	4993.42	322.726	2.16581
C25A11.4d	6017	5869.42	185.346	1.05821
C25A11.4e	3987	3839.42	502.009	4.38156
C25A11.4f.1	6140	5992.42	0	0
C25A11.4f.2	6044	5896.42	0	0
C25A11.4g	5013	4865.42	279.771	1.92693
C25A11.4h	4437	4289.42	4.90547e-06	3.83236e-08
