target_id	length	eff_length	est_counts	tpm
Y110A7A.10.1	1816	1675.04	1854.8	51.5404
Y110A7A.10.2	1787	1646.04	162.019	4.58142
F27C8.1.1	1739	1598.04	155.707	4.5352
F27C8.1.2	1931	1790.04	37.2926	0.969694
F07C3.7	1738	1597.04	357	10.4047
F52H2.2a	1740	1599.04	249.257	7.25542
F52H2.2b	1738	1597.04	60.7432	1.77034
T13A10.10a	1796	1655.04	298.74	8.40157
T13A10.10b	1598	1457.04	22.2597	0.711088
C55C2.5a	1834	1693.04	94	2.58426
C55C2.5b	1606	1465.04	0	0
C55C2.5c	1671	1530.04	0	0
C55C2.5d	1618	1477.04	0	0
T11F9.4a	1750	1609.04	171.016	4.94705
T11F9.4b	1682	1541.04	211.984	6.4027
F54D12.3	1503	1362.04	31	1.05937
F28F9.4	1464	1323.04	41	1.4424
Y53H1C.1a	2080	1939.04	1193.6	28.6516
Y53H1C.1b	1958	1817.04	175.396	4.49294
C50F2.9	258	129.254	8	2.88086
C50F2.10	358	220.776	8	1.6866
F54B8.5	270	139.582	0	0
Y38H6C.22	381	242.914	13	2.49096
T22H6.5	606	465.19	90	9.00508
T22H6.7	702	561.043	181	15.0162
M79.1a	4081	3940.04	528.188	6.2397
M79.1b	4012	3871.04	309.812	3.72517
M79.1c	3997	3856.04	0	0
C24F3.5a	4719	4578.04	268	2.72477
C24F3.5b	4730	4589.04	0.000281267	2.8528e-06
F12B6.1a	6670	6529.04	142.002	1.01233
F12B6.1b	6624	6483.04	160.998	1.15589
Y39D8C.1	5546	5405.04	878	7.56086
Y53C10A.9	4805	4664.04	184	1.83625
AC3.3	1405	1264.04	125.089	4.6061
F19G12.7	1719	1578.04	1	0.0294956
Y5H2A.3	1060	919.043	7	0.354518
Y105C5A.4	1008	867.043	0	0
C03A7.7	1174	1033.04	65.494	2.95093
C03A7.8	1317	1176.04	71.5594	2.83217
C03A7.14.1	1523	1382.04	164.245	5.53153
C03A7.14.2	1506	1365.04	14.7613	0.503331
R09F10.2	1212	1071.04	31	1.3472
F35A5.3	1271	1130.04	32	1.31805
T01D1.6	1273	1132.04	82	3.37153
W09B12.1.1	2532	2391.04	0	0
W09B12.1.2	2468	2327.04	179	3.58034
Y44E3A.2	2208	2067.04	244	5.49435
Y48B6A.8	2202	2061.04	56	1.26467
Y48B6A.7	1930	1789.04	7	0.182118
C42D8.5a.1	3082	2941.04	714.846	11.3132
C42D8.5a.2	3105	2964.04	51.2563	0.804893
C42D8.5b	1383	1242.04	45.0607	1.68864
ZK455.1.1	2831	2690.04	4352.03	75.3023
ZK455.1.2	3072	2931.04	72.972	1.1588
F54H12.1a	2739	2598.04	15856.5	284.077
F54H12.1c.1	2562	2421.04	394.39	7.58227
F54H12.1c.2	2500	2359.04	1.22666e-08	2.42028e-10
K11G12.2	1957	1816.04	28	0.717642
K11G12.7	1659	1518.04	14	0.429259
