target_id	length	eff_length	est_counts	tpm
Y110A7A.10.1	1816	1684.32	3988.25	65.6894
Y110A7A.10.2	1787	1655.32	1.56601e-06	2.62453e-08
F27C8.1.1	1739	1607.32	256.629	4.42936
F27C8.1.2	1931	1799.32	9.37145	0.14449
F07C3.7	1738	1606.32	670	11.5713
F52H2.2a	1740	1608.32	371.137	6.40177
F52H2.2b	1738	1606.32	54.8628	0.94751
T13A10.10a	1796	1664.32	586.572	9.77737
T13A10.10b	1598	1466.32	26.4284	0.500013
C55C2.5a	1834	1702.32	104.918	1.7098
C55C2.5b	1606	1474.32	0	0
C55C2.5c	1671	1539.32	10.6324	0.19162
C55C2.5d	1618	1486.32	4.44974	0.083054
T11F9.4a	1750	1618.32	253.073	4.3383
T11F9.4b	1682	1550.32	354.927	6.35119
F54D12.3	1503	1371.32	62	1.25427
F28F9.4	1464	1332.32	52	1.08276
Y53H1C.1a	2080	1948.32	2274.77	32.3903
Y53H1C.1b	1958	1826.32	296.231	4.49978
C50F2.9	258	136.635	4	0.812146
C50F2.10	358	229.099	24	2.9062
F54B8.5	270	146.863	0	0
Y38H6C.22	381	251.476	8	0.882534
T22H6.5	606	474.319	62	3.62626
T22H6.7	702	570.319	194	9.43673
M79.1a	4081	3949.32	893.494	6.27635
M79.1b	4012	3880.32	309.229	2.2108
M79.1c	3997	3865.32	23.2778	0.167068
C24F3.5a	4719	4587.32	269	1.62679
C24F3.5b	4730	4598.32	0	0
F12B6.1a	6670	6538.32	0.0240386	0.000101995
F12B6.1b	6624	6492.32	378.976	1.61938
Y39D8C.1	5546	5414.32	1116	5.71818
Y53C10A.9	4805	4673.32	161	0.955736
AC3.3	1405	1273.32	113.116	2.46447
F19G12.7	1719	1587.32	1	0.0174773
Y5H2A.3	1060	928.319	5.57106	0.166486
Y105C5A.4	1008	876.319	0	0
C03A7.7	1174	1042.32	60.2846	1.60451
C03A7.8	1317	1185.32	85.8977	2.01041
C03A7.14.1	1523	1391.32	116.979	2.33249
