target_id	length	eff_length	est_counts	tpm
Y110A7A.10.1	1816	1680.62	2900.6	53.3285
Y110A7A.10.2	1787	1651.62	12.9774	0.242784
F27C8.1.1	1739	1603.62	236	4.54728
F27C8.1.2	1931	1795.62	0	0
F07C3.7	1738	1602.62	604	11.6452
F52H2.2a	1740	1604.62	482.942	9.29959
F52H2.2b	1738	1602.62	61.0582	1.17721
T13A10.10a	1796	1660.62	535.504	9.964
T13A10.10b	1598	1462.62	35.4959	0.749873
C55C2.5a	1834	1698.62	175.404	3.19069
C55C2.5b	1606	1470.62	0	0
C55C2.5c	1671	1535.62	6.11344	0.123011
C55C2.5d	1618	1482.62	9.48268	0.197625
T11F9.4a	1750	1614.62	225.15	4.30866
T11F9.4b	1682	1546.62	367.85	7.349
F54D12.3	1503	1367.62	35	0.790759
F28F9.4	1464	1328.62	62	1.44189
Y53H1C.1a	2080	1944.62	2100.53	33.3761
Y53H1C.1b	1958	1822.62	271.047	4.59505
C50F2.9	258	133.43	2	0.463144
C50F2.10	358	225.398	7	0.959597
F54B8.5	270	144.078	0	0
Y38H6C.22	381	247.733	4	0.498904
T22H6.5	606	470.669	95	6.23661
T22H6.7	702	566.617	255	13.9056
M79.1a	4081	3945.62	838.512	6.56651
M79.1b	4012	3876.62	596.488	4.75433
M79.1c	3997	3861.62	0	0
C24F3.5a	4719	4583.62	283	1.90773
C24F3.5b	4730	4594.62	0.000323685	2.17678e-06
F12B6.1a	6670	6534.62	142.196	0.672367
F12B6.1b	6624	6488.62	442.804	2.10863
Y39D8C.1	5546	5410.62	1205	6.88146
Y53C10A.9	4805	4669.62	240	1.58807
AC3.3	1405	1269.62	201.306	4.8992
F19G12.7	1719	1583.62	0	0
Y5H2A.3	1060	924.617	4	0.133671
Y105C5A.4	1008	872.617	0	0
C03A7.7	1174	1038.62	121.84	3.62472
C03A7.8	1317	1181.62	171.9	4.4951
C03A7.14.1	1523	1387.62	222.616	4.95709
C03A7.14.2	1506	1370.62	86.7723	1.95617
R09F10.2	1212	1076.62	69	1.98029
F35A5.3	1271	1135.62	88	2.39437
T01D1.6	1273	1137.62	185	5.02477
W09B12.1.1	2532	2396.62	0	0
W09B12.1.2	2468	2332.62	319	4.22559
Y44E3A.2	2208	2072.62	462	6.88753
Y48B6A.8	2202	2066.62	79	1.18116
Y48B6A.7	1930	1794.62	21	0.361566
C42D8.5a.1	3082	2946.62	1186.83	12.4453
C42D8.5a.2	3105	2969.62	103.243	1.07423
C42D8.5b	1383	1247.62	79.0979	1.95895
ZK455.1.1	2831	2695.62	7905.26	90.6146
ZK455.1.2	3072	2936.62	48.7405	0.512842
F54H12.1a	2739	2603.62	26056.9	309.233
F54H12.1c.1	2562	2426.62	0	0
F54H12.1c.2	2500	2364.62	0	0
K11G12.2	1957	1821.62	40	0.67849
K11G12.7	1659	1523.62	21	0.425877
K03F8.2	1800	1664.62	38	0.705358
ZK973.5	1666	1530.62	2	0.0403742
T09A5.3	1692	1556.62	25.1364	0.498955
ZC504.2.1	1770	1634.62	164.305	3.10581
ZC504.2.2	1732	1596.62	2.6951	0.0521573
C40C9.2	1909	1773.62	12	0.209056
R02E12.8	1680	1544.62	9	0.180037
D2092.3	1386	1250.62	44	1.0871
R01E6.4a	2015	1879.62	50.6863	0.833223
R01E6.4b	1570	1434.62	16.3137	0.351364
T05C12.2	1595	1459.62	12	0.254029
F25G6.4	1506	1370.62	146	3.29137
F25G6.3	1822	1686.62	227.055	4.15963
F53E10.2a	2249	2113.62	2.16233	0.0316108
F53E10.2b	1616	1480.62	20.7805	0.433664
F53E10.2c	2333	2197.62	3.53264	0.0496692
F53E10.2d	438	303.708	0	0
F53E10.2e	1155	1019.62	0	0
F53E10.2f	1071	935.617	0	0
F53E10.2g	1532	1396.62	11.5286	0.255059
F53E10.2h	287	159.281	0	0
F53E10.2i	176	68.3492	0	0
F28F8.1	1617	1481.62	117	2.44
C31H5.3a	1858	1722.62	0	0
C31H5.3b	1841	1705.62	25	0.452896
R06A4.10a	1702	1566.62	0	0
R06A4.10b	1693	1557.62	9.78744	0.194155
R06A4.10c	1841	1705.62	22.2126	0.4024
F27B3.2	1460	1324.62	32	0.746449
F48E3.7	1435	1299.62	23	0.546831
F59B1.9a	1692	1556.62	4.15605	0.0824972
F59B1.9b	1659	1523.62	17.844	0.361873
T04C12.6.1	1366	1230.62	39.9111	1.0021
T04C12.6.2	1277	1141.62	12714.6	344.13
T04C12.6.3	1264	1128.62	0	0
T04C12.6.4	1346	1210.62	33734.4	861.007
T04C12.5.1	1335	1199.62	29153.4	750.909
T04C12.5.2	1321	1185.62	0.0128804	0.000335679
T04C12.5.3	1335	1199.62	4961.28	127.788
T04C12.4.1	1558	1422.62	18002.8	391.015
T04C12.4.2	1553	1417.62	17.9804	0.391906
T04C12.4.3	1474	1338.62	35677.5	823.528
M03F4.2a	1669	1533.62	83.176	1.6758
M03F4.2b.1	1596	1460.62	0	0
M03F4.2b.2	1606	1470.62	51203.7	1075.83
M03F4.2b.3	1599	1463.62	0	0
M03F4.2b.4	1541	1405.62	0.000583234	1.28208e-05
M03F4.2b.5	1603	1467.62	191.597	4.03381
M03F4.2b.6	1576	1440.62	0	0
M03F4.2c	1633	1497.62	28.644	0.590981
T25C8.2.1	1344	1208.62	7741.61	197.917
T25C8.2.2	1270	1134.62	14089.3	383.69
T25C8.2.3	1343	1207.62	0.0693331	0.00177399
F17C8.1	4203	4067.62	452	3.43351
C10F3.3	3343	3207.62	81	0.780266
C44F1.5.1	4149	4013.62	110.467	0.850423
C44F1.5.2	4040	3904.62	328.533	2.59981
T01C2.1	3265	3129.62	468	4.62056
F39C12.2a	2213	2077.62	6.30207	0.0937255
F39C12.2b	2533	2397.62	390.8	5.03633
F39C12.2c	2443	2307.62	49.6269	0.664498
F39C12.2d	2049	1913.62	0	0
F39C12.2e	2611	2475.62	51.2715	0.639931
F57F5.4a.1	2032	1896.62	24.1639	0.393666
F57F5.4a.2	1990	1854.62	254.128	4.23389
F57F5.4a.3	1974	1838.62	717.868	12.0641
F57F5.4b	1052	916.617	75.8395	2.55651
C04A11.4	3207	3071.62	1079	10.8541
ZK154.7	2340	2204.62	825	11.5628
H15N14.1c	3023	2887.62	3013.25	32.2431
H15N14.1d	2851	2715.62	35.7724	0.407024
H15N14.1e	3123	2987.62	1944.88	20.1145
H15N14.1f	3119	2983.62	0	0
H15N14.1g	370	237.026	78.4874	10.2316
T20H4.4.1	1622	1486.62	3750.75	77.9577
T20H4.4.2	1697	1561.62	437.253	8.65164
Y50D7A.7	1882	1746.62	5554	98.2536
C02B4.1	4802	4666.62	294	1.94664
F08C6.1a.1	3905	3769.62	271.704	2.22709
F08C6.1a.2	3783	3647.62	1087.83	9.21489
F08C6.1b.1	2883	2747.62	13.458	0.151343
F08C6.1b.2	1133	997.617	287.814	8.91434
F08C6.1c.1	3149	3013.62	5.10844	0.052377
F08C6.1c.2	3027	2891.62	26.0903	0.278791
D2030.10a.1	3225	3089.62	437.383	4.37419
D2030.10a.2	3268	3132.62	2.18368e-06	2.15389e-08
D2030.10b	3239	3103.62	58.6173	0.583577
T14B1.2	1220	1084.62	46	1.31045
C02H7.3a	4574	4438.62	125.841	0.876024
C02H7.3b	4428	4292.62	222.159	1.59912
F32A7.6	1796	1660.62	639.511	11.8992
Y87G2A.4	961	825.617	212	7.9341
B0334.8a	3942	3806.62	4249.18	34.491
B0334.8b	3978	3842.62	187.824	1.51031
F32A6.4a.1	2176	2040.62	627.045	9.49461
F32A6.4a.2	2137	2001.62	131.255	2.02616
F32A6.4b	1941	1805.62	7.88456	0.134925
F32A6.4c	1787	1651.62	0	0
F32A6.4d	1493	1357.62	38.1616	0.868539
F32A6.4e	1921	1785.62	0	0
F32A6.4f	1107	971.617	0	0
F32A6.4g.1	1107	971.617	0	0
F32A6.4g.2	879	743.617	0	0
F32A6.4g.3	733	597.617	162.654	8.40976
Y62E10A.5a.1	689	553.617	553.925	30.9159
Y62E10A.5a.2	595	459.669	135.075	9.07966
Y62E10A.5b	574	438.714	0	0
F09E5.13	1069	933.617	1691.34	55.9762
C25A1.11a	1606	1470.62	793.392	16.6697
C25A1.11b	1600	1464.62	0	0
C41G7.5a	1841	1705.62	21	0.380433
C41G7.5b	1803	1667.62	0	0
F58E10.4	1059	923.617	1442	48.2407
K07C11.2.1	1421	1285.62	972.454	23.3721
K07C11.2.2	1343	1207.62	7079.55	181.141
B0207.4	1121	985.617	3158	99.0021
C25A11.4a	4732	4596.62	0	0
C25A11.4b	5172	5036.62	1547.38	9.49291
C25A11.4c.1	5187	5051.62	1.09194e-06	6.67899e-09
C25A11.4c.2	5141	5005.62	583.196	3.59996
C25A11.4d	6017	5881.62	207.496	1.09007
C25A11.4e	3987	3851.62	385.207	3.09023
C25A11.4f.1	6140	6004.62	0	0
C25A11.4f.2	6044	5908.62	0	0
